time,Google-Brand_impressions,Google-Brand,Google-Non_brand_impressions,Google-Non-Brand,Google-PMAX_impressions,Google-PMAX,Google-Discovery_impressions,Google-Discovery,Google-DemandGen_impressions,Google-DemandGen,Bing-Brand_impressions,Bing-Brand,Bing-Non_brand_impressions,Bing-Non-Brand,Bing-Smart Shopping_impressions,Bing-Smart Shopping,Facebook-Prospecting_impressions,Facebook-Prospecting,Facebook-Retargeting_impressions,Facebook-Retargeting,Meta Audience Network Prospecting_impressions,Meta Audience Network Prospecting,Meta Audience Network Retargeting_impressions,Meta Audience Network Retargeting,IG-Prospecting_impressions,IG-Prospecting,IG-Retargeting_impressions,IG-Retargeting,DV360_DOOH_impressions,DV360_DOOH,DV360_Youtube_CTV_impressions,DV360_Youtube_CTV,DV360_Yotube__impressions,"DV360_Youtube_
 Mobile-Desktop",Podcasts_impressions,Podcasts,Amazon Display Prospecting_impressions,Amazon Display Prospecting,Amazon Display Retargeting_impressions,Amazon Display Retargeting,Amazon OTT_impressions,Amazon OTT,Amazon TNF_impressions,Amazon TNF,Amazon Audio_impressions,Amazon Audio,Amazon CTV_impressions,Amazon CTV,Inuvo Display Gaming_impressions,Inuvo Display Gaming,Inuvo Display Sports_impressions,Inuvo Display Sports,Inuvo Display Brand_impressions,Inuvo Display Brand,Inuvo Display Conquesting_impressions,Inuvo Display Conquesting,Inuvo_Display_Outdoor_impressions,Inuvo_Display_Outdoor,Inuvo CTV Brand_impressions,Inuvo CTV Brand,Inuvo_CTV_Outdoor_impressions,Inuvo_CTV_Outdoor,Inuvo_CTV_PG_Sports_impressions,Inuvo_CTV_PG_Sports,Inuvo CTV Conquesting_impressions,Inuvo CTV Conquesting,Nexen Display_impressions,Nexen Display,NEXXEN_CTV_impressions,NEXXEN_CTV,NEXXEN_Audio_impressions,NEXXEN_Audio,Trade Desk Display_impressions,Trade Desk Display,Trade Desk OLV_impressions,Trade Desk OLV,Live Sports Activations_impressions,Live Sports Activations,Promo_Var,revenue
2022-11-29,11981610,11981.61,3795820,3795.82,3961330,3961.33,340820,340.82,0,0,0,0,0,0,23980,23.98,3640150,3640.15,1881640,1881.64,1600,1.6,0,0,0,0,0,0,0,0,0,0,1292800,1292.8,0,0,969580,969.58,496460,496.46,885080,885.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7846880,7846.88,0,0,0,0,0.4,461363.99
2022-11-30,12132830,12132.83,3907590,3907.59,5584240,5584.24,266790,266.79,0,0,0,0,0,0,45780,45.78,3880410,3880.41,1641430,1641.43,1600,1.6,0,0,0,0,0,0,0,0,0,0,961520,961.52,0,0,911950,911.95,494590,494.59,885120,885.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7453860,7453.86,0,0,0,0,0.4,418552.04
2022-12-01,17147610,17147.61,3167710,3167.71,5033300,5033.3,141820,141.82,0,0,0,0,0,0,58860,58.86,3762720,3762.72,1371100,1371.1,24200,24.2,0,0,0,0,0,0,0,0,0,0,573680,573.68,0,0,907980,907.98,492810,492.81,883860,883.86,251729440,251729.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657960,7657.96,0,0,0,0,0.4,397687.07
2022-12-02,7875220,7875.22,685480,685.48,2402520,2402.52,38100,38.1,0,0,0,0,0,0,21800,21.8,3828800,3828.8,1297010,1297.01,1600,1.6,0,0,0,0,0,0,0,0,0,0,557520,557.52,0,0,821270,821.27,491050,491.05,888850,888.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862250,2862.25,0,0,0,0,0,317233.73
2022-12-03,8110670,8110.67,579250,579.25,2952790,2952.79,18000,18,0,0,0,0,0,0,26160,26.16,3891050,3891.05,1312030,1312.03,0,0,0,0,0,0,0,0,0,0,0,0,444400,444.4,0,0,842840,842.84,489670,489.67,883490,883.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121020,2121.02,0,0,0,0,0,238823.56
2022-12-04,7164700,7164.7,613110,613.11,2635040,2635.04,15260,15.26,0,0,0,0,0,0,13080,13.08,4196690,4196.69,1421020,1421.02,25800,25.8,0,0,0,0,0,0,0,0,0,0,953440,953.44,0,0,869210,869.21,488290,488.29,889820,889.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264580,2264.58,0,0,0,0,0,206016.9
2022-12-05,8007490,8007.49,617760,617.76,3425930,3425.93,33480,33.48,0,0,0,0,0,0,23980,23.98,2939530,2939.53,1263170,1263.17,3200,3.2,0,0,0,0,0,0,0,0,0,0,719120,719.12,0,0,828410,828.41,486230,486.23,883840,883.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272420,3272.42,0,0,0,0,0,237885.67
2022-12-06,7761880,7761.88,553010,553.01,2612040,2612.04,136500,136.5,0,0,0,0,0,0,43600,43.6,2597230,2597.23,1157400,1157.4,1600,1.6,0,0,0,0,0,0,0,0,0,0,606000,606,0,0,1083750,1083.75,876160,876.16,885280,885.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579300,4579.3,0,0,0,0,0,229975.54
2022-12-07,6597700,6597.7,307930,307.93,3369900,3369.9,201430,201.43,0,0,0,0,0,0,32700,32.7,2536700,2536.7,1160080,1160.08,1600,1.6,0,0,0,0,0,0,0,0,0,0,509040,509.04,0,0,907940,907.94,1109530,1109.53,885200,885.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927360,3927.36,0,0,0,0,0,231871.01
2022-12-08,10198840,10198.84,268550,268.55,2312910,2312.91,125410,125.41,0,0,0,0,0,0,21800,21.8,2531750,2531.75,1152250,1152.25,1600,1.6,0,0,0,0,0,0,0,0,0,0,589840,589.84,0,0,800930,800.93,1102010,1102.01,886710,886.71,231869080,231869.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142130,4142.13,0,0,0,0,0,232314.74
2022-12-09,7097830,7097.83,422080,422.08,3275710,3275.71,88300,88.3,0,0,0,0,0,0,28340,28.34,2586480,2586.48,1181570,1181.57,1600,1.6,0,0,0,0,0,0,0,0,0,0,646400,646.4,0,0,747090,747.09,1097170,1097.17,888320,888.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721970,4721.97,0,0,0,0,0.35,344959.12
2022-12-10,6823110,6823.11,574820,574.82,2606910,2606.91,79510,79.51,0,0,0,0,0,0,28340,28.34,2629210,2629.21,1197710,1197.71,3200,3.2,0,0,0,0,0,0,0,0,0,0,856480,856.48,0,0,900560,900.56,1095300,1095.3,886430,886.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400040,9400.04,0,0,0,0,0.35,302733.71
2022-12-11,6182940,6182.94,416260,416.26,2902560,2902.56,153650,153.65,0,0,0,0,0,0,17440,17.44,2815860,2815.86,1284650,1284.65,0,0,0,0,0,0,0,0,0,0,0,0,646400,646.4,0,0,899320,899.32,1091900,1091.9,883570,883.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3869010,3869.01,0,0,0,0,0.35,299075.32
2022-12-12,5773360,5773.36,224720,224.72,3663800,3663.8,233910,233.91,0,0,0,0,0,0,30520,30.52,3821510,3821.51,1659490,1659.49,8100,8.1,0,0,0,0,0,0,0,0,0,0,460560,460.56,0,0,737230,737.23,1093120,1093.12,882300,882.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5654740,5654.74,0,0,0,0,0.35,313642.28
2022-12-13,5477080,5477.08,358280,358.28,3379880,3379.88,229940,229.94,0,0,0,0,0,0,47960,47.96,4412990,4412.99,1940550,1940.55,1600,1.6,0,0,0,0,0,0,0,0,0,0,363600,363.6,0,0,719830,719.83,1087630,1087.63,885570,885.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5613340,5613.34,0,0,0,0,0.35,314729.38
2022-12-14,5835070,5835.07,444810,444.81,4671050,4671.05,144980,144.98,0,0,0,0,0,0,17440,17.44,4302350,4302.35,1881030,1881.03,0,0,0,0,0,0,0,0,0,0,0,0,468640,468.64,0,0,708730,708.73,1087620,1087.62,883150,883.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5322990,5322.99,0,0,0,0,0.35,308481.91
2022-12-15,10374680,10374.68,722370,722.37,5386050,5386.05,309820,309.82,0,0,0,0,0,0,28340,28.34,4273180,4273.18,1869920,1869.92,3200,3.2,0,0,0,0,0,0,0,0,0,0,379760,379.76,0,0,816920,816.92,1068680,1068.68,885060,885.06,253597960,253597.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7497610,7497.61,0,0,0,0,0.35,336187.3
2022-12-16,5981200,5981.2,747530,747.53,5042560,5042.56,217340,217.34,0,0,0,0,0,0,23980,23.98,4445100,4445.1,1906270,1906.27,0,0,0,0,0,0,0,0,0,0,0,0,266640,266.64,0,0,816970,816.97,1056130,1056.13,884750,884.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6278240,6278.24,0,0,0,0,0.35,358791.73
2022-12-17,6358050,6358.05,1164070,1164.07,5265480,5265.48,149060,149.06,0,0,0,0,0,0,15260,15.26,4878780,4878.78,2034370,2034.37,1600,1.6,0,0,0,0,0,0,0,0,0,0,460560,460.56,0,0,768830,768.83,1049060,1049.06,890360,890.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696340,5696.34,0,0,0,0,0.35,324257.41
2022-12-18,4836380,4836.38,733420,733.42,4560610,4560.61,236450,236.45,0,0,0,0,0,0,19620,19.62,5266560,5266.56,2189130,2189.13,1600,1.6,0,0,0,0,0,0,0,0,0,0,492880,492.88,0,0,703570,703.57,1050030,1050.03,886810,886.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094080,6094.08,0,0,0,0,0.35,271892.2
2022-12-19,5921780,5921.78,846440,846.44,5685940,5685.94,275360,275.36,0,0,0,0,0,0,30520,30.52,4977740,4977.74,2068430,2068.43,3200,3.2,0,0,0,0,0,0,0,0,0,0,339360,339.36,0,0,846410,846.41,1104420,1104.42,886230,886.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101210,6101.21,0,0,0,0,0.35,333323.5
2022-12-20,5891540,5891.54,791500,791.5,7215590,7215.59,297090,297.09,0,0,0,0,0,0,32700,32.7,4299300,4299.3,1941400,1941.4,309100,309.1,0,0,0,0,0,0,0,0,0,0,460560,460.56,0,0,702810,702.81,1006440,1006.44,884180,884.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681070,6681.07,0,0,0,0,0.35,309635.69
2022-12-21,5973560,5973.56,631560,631.56,6969190,6969.19,445880,445.88,0,0,0,0,0,0,10900,10.9,3889560,3889.56,1886220,1886.22,9700,9.7,0,0,0,0,0,0,0,0,0,0,193920,193.92,0,0,717110,717.11,680750,680.75,883290,883.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6467740,6467.74,0,0,0,0,0.35,282477.34
2022-12-22,10262450,10262.45,625210,625.21,6035940,6035.94,656760,656.76,0,0,0,0,0,0,43600,43.6,3888240,3888.24,1881940,1881.94,8100,8.1,0,0,0,0,0,0,0,0,0,0,509040,509.04,0,0,754340,754.34,657140,657.14,884450,884.45,192956920,192956.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6245170,6245.17,0,0,0,0,0.35,269352.24
2022-12-23,5644510,5644.51,517370,517.37,6027800,6027.8,571920,571.92,0,0,0,0,0,0,23980,23.98,3902890,3902.89,1890040,1890.04,0,0,0,0,0,0,0,0,0,0,0,0,638320,638.32,0,0,632350,632.35,615750,615.75,881410,881.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240660,6240.66,0,0,0,0,0.35,225846.85
2022-12-24,4477820,4477.82,447700,447.7,5704870,5704.87,166730,166.73,0,0,0,0,0,0,34880,34.88,3974600,3974.6,1927960,1927.96,1600,1.6,0,0,0,0,0,0,0,0,0,0,614080,614.08,0,0,567410,567.41,489310,489.31,881240,881.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889270,4889.27,0,0,0,0,0.35,154292.14
2022-12-25,4979500,4979.5,568670,568.67,6223930,6223.93,609020,609.02,0,0,0,0,0,0,15260,15.26,4235000,4235,2088140,2088.14,0,0,0,0,0,0,0,0,0,0,0,0,379760,379.76,0,0,563170,563.17,475160,475.16,883200,883.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5195150,5195.15,0,0,0,0,0.35,199268.34
2022-12-26,7720140,7720.14,1149490,1149.49,8001700,8001.7,1164660,1164.66,0,0,0,0,0,0,58860,58.86,4023700,4023.7,1999420,1999.42,1600,1.6,0,0,0,0,0,0,0,0,0,0,638320,638.32,0,0,550930,550.93,479590,479.59,881970,881.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046570,6046.57,0,0,0,0,0.35,437143.81
2022-12-27,8214470,8214.47,957720,957.72,3919290,3919.29,579360,579.36,0,0,0,0,0,0,47960,47.96,3933380,3933.38,1930480,1930.48,1600,1.6,0,0,0,0,0,0,0,0,0,0,549440,549.44,0,0,581450,581.45,458860,458.86,880280,880.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954410,2954.41,0,0,0,0,0.3,272289.6
2022-12-28,7945220,7945.22,703240,703.24,3248410,3248.41,447600,447.6,0,0,0,0,0,0,19620,19.62,3440770,3440.77,1671120,1671.12,1600,1.6,0,0,0,0,0,0,0,0,0,0,533280,533.28,0,0,574320,574.32,442150,442.15,881680,881.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5331730,5331.73,0,0,0,0,0.3,235318.68
2022-12-29,9588440,9588.44,604080,604.08,2974000,2974,519860,519.86,0,0,0,0,0,0,15260,15.26,3227430,3227.43,1605940,1605.94,0,0,0,0,0,0,0,0,0,0,0,0,808000,808,0,0,2138260,2138.26,1279600,1279.6,1743440,1743.44,230668080,230668.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920820,6920.82,0,0,0,0,0.3,230631.48
2022-12-30,7289120,7289.12,728420,728.42,2823010,2823.01,372670,372.67,0,0,0,0,0,0,37060,37.06,3390600,3390.6,1660940,1660.94,1600,1.6,0,0,0,0,0,0,0,0,0,0,565600,565.6,0,0,1891330,1891.33,857280,857.28,1325330,1325.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105180,6105.18,0,0,0,0,0.3,228596.68
2022-12-31,7280890,7280.89,708490,708.49,2397510,2397.51,296570,296.57,0,0,0,0,0,0,19620,19.62,3834040,3834.04,1856130,1856.13,0,0,0,0,0,0,0,0,0,0,0,0,573680,573.68,0,0,898750,898.75,450030,450.03,750260,750.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932120,3932.12,0,0,0,0,0.3,178432.71
2023-01-01,7285700,7285.7,661800,661.8,2691720,2691.72,344710,344.71,0,0,0,0,0,0,0,0,3991350,3991.35,1933130,1933.13,0,0,816990,816.99,392000,392,158880,158.88,0,0,0,0,1171600,1171.6,0,0,899130,899.13,449980,449.98,1050,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343930,4343.93,302910,302.91,0,0,0.3,175132.27
2023-01-02,8797790,8797.79,695670,695.67,2774390,2774.39,150370,150.37,0,0,0,0,0,0,0,0,3815670,3815.67,1851560,1851.56,1600,1.6,609110,609.11,772350,772.35,202240,202.24,0,0,0,0,896880,896.88,0,0,899170,899.17,449960,449.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3782300,3782.3,186290,186.29,0,0,0.3,240610.26
2023-01-03,9128190,9128.19,711770,711.77,2741710,2741.71,147770,147.77,0,0,0,0,0,0,0,0,3181890,3181.89,1536990,1536.99,0,0,663500,663.5,274800,274.8,95860,95.86,0,0,0,0,872640,872.64,0,0,3035610,3035.61,1322220,1322.22,1500310,1500.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306160,3306.16,161500,161.5,0,0,0.3,238552.8
2023-01-04,9408730,9408.73,681140,681.14,3312100,3312.1,429400,429.4,0,0,0,0,0,0,0,0,2872900,2872.9,1312110,1312.11,4800,4.8,325860,325.86,404940,404.94,135730,135.73,0,0,0,0,646400,646.4,0,0,3801470,3801.47,1669550,1669.55,2293740,2293.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642650,3642.65,163210,163.21,0,0,0.3,247288.53
2023-01-05,7999640,7999.64,700380,700.38,4118250,4118.25,318520,318.52,0,0,0,0,0,0,0,0,2894370,2894.37,1315020,1315.02,1600,1.6,365310,365.31,473720,473.72,118000,118,0,0,0,0,549440,549.44,0,0,3731490,3731.49,1689900,1689.9,2345220,2345.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196990,3196.99,202200,202.2,0,0,0.3,236925.99
2023-01-06,7336190,7336.19,666220,666.22,3727840,3727.84,192030,192.03,0,0,0,0,0,0,0,0,2956950,2956.95,1330950,1330.95,0,0,406310,406.31,463240,463.24,111440,111.44,0,0,0,0,492880,492.88,0,0,3686940,3686.94,1635530,1635.53,2355800,2355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239150,3239.15,169900,169.9,0,0,0.3,244171.8
2023-01-07,6735790,6735.79,651450,651.45,2589630,2589.63,193090,193.09,0,0,0,0,0,0,0,0,3014050,3014.05,1364750,1364.75,0,0,502950,502.95,400460,400.46,89570,89.57,0,0,0,0,387840,387.84,0,0,3304800,3304.8,1671040,1671.04,2322690,2322.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744610,2744.61,175520,175.52,0,0,0.3,229207.34
2023-01-08,6565500,6565.5,721990,721.99,4271900,4271.9,524110,524.11,0,0,0,0,0,0,0,0,3178990,3178.99,1431090,1431.09,1600,1.6,332080,332.08,671680,671.68,149570,149.57,0,0,0,0,517120,517.12,0,0,2941980,2941.98,1638170,1638.17,2363570,2363.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077240,3077.24,197900,197.9,0,0,0.3,219636.08
2023-01-09,6777620,6777.62,700880,700.88,5289860,5289.86,321030,321.03,0,0,0,0,0,0,0,0,3054770,3054.77,1378740,1378.74,1600,1.6,309280,309.28,620690,620.69,153440,153.44,0,0,0,0,404000,404,0,0,2088980,2088.98,1719170,1719.17,2024440,2024.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911310,2911.31,201280,201.28,0,0,0.3,258492.8
2023-01-10,7321450,7321.45,647310,647.31,3270460,3270.46,133240,133.24,0,0,0,0,0,0,0,0,2992350,2992.35,1352590,1352.59,1600,1.6,395920,395.92,561630,561.63,133310,133.31,0,0,0,0,581760,581.76,0,0,1912010,1912.01,1646120,1646.12,1497870,1497.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281200,3281.2,220870,220.87,0,0,0.3,269056.19
2023-01-11,6803750,6803.75,620880,620.88,4421370,4421.37,139300,139.3,0,0,0,0,0,0,0,0,3097900,3097.9,1370860,1370.86,1600,1.6,374560,374.56,553140,553.14,120050,120.05,0,0,0,0,597920,597.92,0,0,1867490,1867.49,1691170,1691.17,1463840,1463.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987020,2987.02,179750,179.75,0,0,0.3,262257.37
2023-01-12,6586340,6586.34,669220,669.22,3316400,3316.4,264060,264.06,0,0,0,0,0,0,0,0,3308150,3308.15,1445470,1445.47,1600,1.6,425160,425.16,426050,426.05,109120,109.12,0,0,0,0,525200,525.2,0,0,1740000,1740,1626540,1626.54,1446160,1446.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184760,3184.76,186480,186.48,0,0,0.3,256206.57
2023-01-13,5878670,5878.67,740490,740.49,3498910,3498.91,644310,644.31,0,0,0,0,0,0,0,0,3600780,3600.78,1461970,1461.97,3200,3.2,432290,432.29,467350,467.35,106860,106.86,0,0,0,0,395920,395.92,0,0,1206520,1206.52,1687520,1687.52,1446610,1446.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057580,3057.58,181780,181.78,0,0,0.3,263449.11
2023-01-14,6666870,6666.87,524320,524.32,4080330,4080.33,404410,404.41,0,0,0,0,0,0,0,0,4248510,4248.51,1516480,1516.48,3200,3.2,151840,151.84,588860,588.86,167770,167.77,0,0,0,0,298960,298.96,0,0,1045890,1045.89,1650650,1650.65,1432800,1432.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681520,2681.52,162420,162.42,0,0,0.3,329564.71
2023-01-15,6101020,6101.02,623540,623.54,4201930,4201.93,365880,365.88,0,0,0,0,0,0,0,0,4449070,4449.07,1561990,1561.99,3200,3.2,174320,174.32,604590,604.59,172530,172.53,0,0,0,0,517120,517.12,0,0,1088280,1088.28,1628500,1628.5,1445790,1445.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847010,2847.01,184460,184.46,0,0,0.3,272115.7
2023-01-16,6427990,6427.99,520360,520.36,3814350,3814.35,106230,106.23,0,0,0,0,0,0,0,0,4237240,4237.24,1511400,1511.4,3200,3.2,67660,67.66,659100,659.1,165170,165.17,0,0,0,0,565600,565.6,0,0,1205550,1205.55,1602670,1602.67,1258610,1258.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914420,2914.42,183680,183.68,0,0,0.3,273812.17
2023-01-17,5673930,5673.93,759860,759.86,6330540,6330.54,67470,67.47,0,0,0,0,0,0,0,0,4336970,4336.97,1798270,1798.27,3200,3.2,106900,106.9,511990,511.99,159970,159.97,0,0,0,0,549440,549.44,0,0,1153920,1153.92,1599260,1599.26,986850,986.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912180,2912.18,149100,149.1,0,0,0.3,251436.11
2023-01-18,6228710,6228.71,948740,948.74,10200410,10200.41,608470,608.47,0,0,0,0,0,0,63220,63.22,4741080,4741.08,2396650,2396.65,1600,1.6,315920,315.92,393100,393.1,156390,156.39,0,0,0,0,339360,339.36,0,0,1008840,1008.84,1587580,1587.58,984200,984.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721510,2721.51,144050,144.05,0,0,0.3,277045.02
2023-01-19,6914800,6914.8,1263710,1263.71,7967850,7967.85,376100,376.1,0,0,0,0,0,0,28340,28.34,4659990,4659.99,2356350,2356.35,1600,1.6,245870,245.87,735080,735.08,220210,220.21,0,0,0,0,298960,298.96,0,0,1120450,1120.45,1571150,1571.15,980940,980.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773660,2773.66,162740,162.74,0,0,0.3,266158.05
2023-01-20,6484840,6484.84,870040,870.04,9139220,9139.22,356410,356.41,0,0,0,0,0,0,26160,26.16,4835720,4835.72,2476950,2476.95,1600,1.6,362500,362.5,828100,828.1,244130,244.13,0,0,0,0,355520,355.52,0,0,972750,972.75,1552210,1552.21,982550,982.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882450,2882.45,167330,167.33,0,0,0.3,269908.55
2023-01-21,6756070,6756.07,810480,810.48,8702870,8702.87,11520,11.52,0,0,0,0,0,0,54500,54.5,4978450,4978.45,2605420,2605.42,0,0,312450,312.45,923820,923.82,275110,275.11,0,0,0,0,428240,428.24,0,0,925510,925.51,1548780,1548.78,989850,989.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334580,2334.58,148490,148.49,0,0,0.3,252640.83
2023-01-22,6451610,6451.61,945600,945.6,8744590,8744.59,5510,5.51,0,0,0,0,0,0,23980,23.98,5278030,5278.03,2665300,2665.3,0,0,316310,316.31,937450,937.45,291620,291.62,0,0,0,0,824160,824.16,0,0,891840,891.84,1566810,1566.81,982270,982.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567620,2567.62,197740,197.74,0,0,0.3,248081.23
2023-01-23,6677230,6677.23,542860,542.86,8580340,8580.34,40170,40.17,0,0,0,0,0,0,39240,39.24,4956850,4956.85,2520090,2520.09,3200,3.2,371400,371.4,1003780,1003.78,266030,266.03,0,0,0,0,460560,460.56,0,0,907230,907.23,1662970,1662.97,983640,983.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507510,2507.51,167310,167.31,0,0,0.3,276107.01
2023-01-24,6938170,6938.17,592160,592.16,3180300,3180.3,205990,205.99,0,0,0,0,0,0,21800,21.8,4857130,4857.13,2454360,2454.36,1600,1.6,455520,455.52,937020,937.02,236990,236.99,0,0,0,0,638320,638.32,0,0,886530,886.53,1543570,1543.57,982440,982.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879330,2879.33,162530,162.53,0,0,0.3,271999.74
