time,Google_impressions,Google_Spend,Bing_Impressions,Bing_Spend,Facebook_Impressions,Facebook_Spend,DV360_Impressions,DV360_spend,Podcasts_impressions,Podcasts-spend,Amazon_Impressions,Amazon_spend,Inuvo_Impressions,Inuvo_Spend,Nexen_Impressions,Nexen_Spend,Trade Desk_Impressions,Trade Desk_Spend,Live Sports Activations_impressions,Live Sports Activations,Promo_Var,revenue
2022-06-20,7188940,7189,69760,69.76,5881030,5881.03,105040,105.04,0,0,2257430,2257.43,0,0,0,0,2528530,2528.53,0,0,0,276408.56
2022-06-21,7695880,7696,78480,78.48,5689680,5689.68,64640,64.64,0,0,2255300,2255.3,0,0,0,0,2953680,2953.68,0,0,0.15,312410.58
2022-06-22,7977510,7978,152600,152.6,5833440,5833.44,80800,80.8,0,0,2252050,2252.05,0,0,0,0,2795740,2795.74,0,0,0.15,308993.88
2022-06-23,7868420,7868,146060,146.06,6057480,6057.48,72720,72.72,0,0,2252410,2252.41,0,0,0,0,2927480,2927.48,0,0,0.15,245816.85
2022-06-24,7997320,7997,132980,132.98,5906230,5906.23,145440,145.44,0,0,2256300,2256.3,0,0,0,0,3406100,3406.1,0,0,0.15,235633.44
2022-06-25,6651810,6652,146060,146.06,5762190,5762.19,88880,88.88,0,0,2257600,2257.6,0,0,0,0,2560460,2560.46,0,0,0,190841.29
2022-06-26,7730930,7731,150420,150.42,5871840,5871.84,64640,64.64,0,0,2262810,2262.81,0,0,0,0,2711210,2711.21,0,0,0,207142.67
2022-06-27,9314710,9315,170040,170.04,5686250,5686.25,153520,153.52,0,0,2252900,2252.9,0,0,0,0,3808890,3808.89,0,0,0.4,286524.61
2022-06-28,15759120,15759,130800,130.8,15030970,15030.97,113120,113.12,0,0,2250950,2250.95,0,0,0,0,5317160,5317.16,0,0,0.5,1206530.65
2022-06-29,25009110,25009,176580,176.58,29566130,29566.13,121200,121.2,0,0,2253780,2253.78,0,0,0,0,4113380,4113.38,0,0,0.5,1816601.72
2022-06-30,25133120,25133,113360,113.36,37095290,37095.29,105040,105.04,0,0,2251690,2251.69,0,0,0,0,3155140,3155.14,0,0,0.5,1437656.67
2022-07-01,27709970,27710,239800,239.8,37854080,37854.08,2222000,2222,0,0,2252860,2252.86,0,0,0,0,5088750,5088.75,0,0,0.5,1184709.34
2022-07-02,26946200,26946,152600,152.6,34389290,34389.29,1858400,1858.4,0,0,2252800,2252.8,0,0,0,0,4227170,4227.17,0,0,0.5,961063.02
2022-07-03,24594950,24595,102460,102.46,36374050,36374.05,2213920,2213.92,0,0,2251320,2251.32,0,0,0,0,4155780,4155.78,0,0,0.5,943556.93
2022-07-04,22051510,22052,148240,148.24,34492100,34492.1,1955360,1955.36,0,0,2251840,2251.84,0,0,0,0,4064280,4064.28,0,0,0.5,1069847.3
2022-07-05,27859410,27859,176580,176.58,35742170,35742.17,2076560,2076.56,0,0,2252220,2252.22,0,0,0,0,5242970,5242.97,0,0,0.5,1321918.15
2022-07-06,26690390,26690,113360,113.36,18266400,18266.4,2262400,2262.4,0,0,2251920,2251.92,0,0,0,0,6869630,6869.63,0,0,0.5,429679.39
2022-07-07,27392770,27393,122080,122.08,18448180,18448.18,1963440,1963.44,0,0,2252250,2252.25,0,0,0,0,6000190,6000.19,0,0,0.5,338410.67
2022-07-08,35678660,35679,146060,146.06,18428650,18428.65,2415920,2415.92,0,0,2253530,2253.53,0,0,0,0,6035880,6035.88,0,0,0.5,355573.08
2022-07-09,38866990,38867,161320,161.32,19172860,19172.86,2108880,2108.88,0,0,2251730,2251.73,0,0,0,0,5351270,5351.27,0,0,0.5,317065.87
2022-07-10,32476130,32476,154780,154.78,19452940,19452.94,2415920,2415.92,0,0,2251410,2251.41,0,0,0,0,5741020,5741.02,0,0,0.5,376522.39
2022-07-11,52288510,52289,111180,111.18,31579600,31579.6,2407840,2407.84,0,0,2251660,2251.66,0,0,0,0,5150230,5150.23,0,0,0.5,2077406.83
2022-07-12,66272280,66272,43600,43.6,37467360,37467.36,2512880,2512.88,0,0,2251410,2251.41,0,0,0,0,10296140,10296.14,0,0,0.5,7632875.08
2022-07-13,69892490,69892,28340,28.34,44978880,44978.88,3183520,3183.52,0,0,2249490,2249.49,0,0,0,0,10946830,10946.83,0,0,0.5,6073291.38
2022-07-14,23754850,23755,8720,8.72,4173760,4173.76,1931120,1931.12,0,0,2261500,2261.5,0,0,0,0,3129030,3129.03,0,0,0.5,194086.71
2022-07-15,28832770,28833,6540,6.54,4171190,4171.19,1890720,1890.72,0,0,2251540,2251.54,0,0,0,0,2460060,2460.06,0,0,0.5,187310.95
2022-07-16,22609330,22609,23980,23.98,4556960,4556.96,2028080,2028.08,0,0,2251850,2251.85,0,0,0,0,1965410,1965.41,0,0,0,177020.13
2022-07-17,22290200,22290,15260,15.26,4477190,4477.19,1672560,1672.56,0,0,2251570,2251.57,0,0,0,0,1911580,1911.58,0,0,0,189782.86
2022-07-18,22014510,22015,23980,23.98,4312910,4312.91,1163520,1163.52,0,0,2255580,2255.58,0,0,0,0,1538300,1538.3,0,0,0,225983.39
2022-07-19,19804520,19805,39240,39.24,4169200,4169.2,1317040,1317.04,0,0,2253910,2253.91,0,0,0,0,896950,896.95,0,0,0,216494.84
2022-07-20,21557490,21557,17440,17.44,4270170,4270.17,1551360,1551.36,0,0,2254470,2254.47,0,0,0,0,952740,952.74,0,0,0,220840.44
2022-07-21,16119670,16120,28340,28.34,4123050,4123.05,1268560,1268.56,0,0,2253210,2253.21,0,0,0,0,1114310,1114.31,0,0,0,207982.36
2022-07-22,14897750,14898,13080,13.08,4214740,4214.74,1155440,1155.44,0,0,2251360,2251.36,0,0,0,0,1034310,1034.31,0,0,0,216319.27
2022-07-23,15133760,15134,4360,4.36,4215360,4215.36,1470560,1470.56,0,0,2253170,2253.17,0,0,0,0,389330,389.33,0,0,0.5,198718.44
2022-07-24,18186210,18186,15260,15.26,4478470,4478.47,1761440,1761.44,0,0,2255710,2255.71,0,0,0,0,411110,411.11,0,0,0.5,191227.43
2022-07-25,19661270,19661,32700,32.7,4317390,4317.39,1300880,1300.88,0,0,2253030,2253.03,0,0,0,0,3114420,3114.42,0,0,0.5,253376.46
2022-07-26,17622360,17622,19620,19.62,4114840,4114.84,1333200,1333.2,0,0,2253080,2253.08,0,0,0,0,2481520,2481.52,0,0,0.5,252429.05
2022-07-27,17522370,17522,13080,13.08,4377910,4377.91,2165440,2165.44,0,0,2253180,2253.18,0,0,0,0,2306500,2306.5,0,0,0.5,263723.14
2022-07-28,17217830,17218,28340,28.34,4856200,4856.2,1115040,1115.04,0,0,2253360,2253.36,0,0,0,0,2316340,2316.34,0,0,0.5,239087.24
2022-07-29,17301300,17301,19620,19.62,5920730,5920.73,1494800,1494.8,0,0,2253190,2253.19,0,0,0,0,2632630,2632.63,0,0,0.5,476696.5
2022-07-30,15793340,15793,17440,17.44,6890510,6890.51,1470560,1470.56,0,0,2253310,2253.31,0,0,0,0,2700740,2700.74,0,0,0.5,244860.68
2022-07-31,16119600,16120,6540,6.54,7331530,7331.53,1656400,1656.4,0,0,2256740,2256.74,0,0,0,0,2852290,2852.29,0,0,0.5,245179.23
2022-08-01,14722880,14723,23980,23.98,6287470,6287.47,1777600,1777.6,0,0,2253040,2253.04,0,0,0,0,3257370,3257.37,0,0,0.5,288331.29
2022-08-02,13556680,13557,32700,32.7,5807390,5807.39,1389760,1389.76,0,0,2252390,2252.39,0,0,0,0,3220310,3220.31,0,0,0.5,285645.31
2022-08-03,13302580,13303,26160,26.16,5741440,5741.44,1276640,1276.64,0,0,2253590,2253.59,0,0,0,0,3420690,3420.69,0,0,0.5,296326.45
2022-08-04,13258080,13258,23980,23.98,5541510,5541.51,1470560,1470.56,0,0,2251380,2251.38,0,0,0,0,3081460,3081.46,0,0,0.5,272318.32
2022-08-05,13235010,13235,19620,19.62,5734550,5734.55,1300880,1300.88,0,0,2251800,2251.8,0,0,0,0,2906940,2906.94,0,0,0.5,291501.02
2022-08-06,13632860,13633,10900,10.9,5732170,5732.17,1575600,1575.6,0,0,2250860,2250.86,0,0,0,0,2661710,2661.71,0,0,0.5,250484.86
2022-08-07,12980870,12981,8720,8.72,5446940,5446.94,2181600,2181.6,0,0,2251770,2251.77,0,0,0,0,2378740,2378.74,0,0,0.5,256623.18
2022-08-08,13704380,13704,17440,17.44,2871010,2871.01,1236240,1236.24,0,0,2254820,2254.82,0,0,0,0,4758670,4758.67,0,0,0,239497.23
2022-08-09,7068210,7068,10900,10.9,2783290,2783.29,1090800,1090.8,0,0,2252660,2252.66,0,0,0,0,4169320,4169.32,0,0,0,250382.14
2022-08-10,6526400,6526,17440,17.44,3848190,3848.19,1777600,1777.6,0,0,2309950,2309.95,0,0,0,0,3582500,3582.5,0,0,0,237660.18
2022-08-11,6343060,6343,34880,34.88,3882990,3882.99,1381680,1381.68,0,0,2252400,2252.4,0,0,0,0,3316460,3316.46,0,0,0,230946.16
2022-08-12,6585760,6586,13080,13.08,3902800,3902.8,953440,953.44,0,0,2257120,2257.12,0,0,0,0,3802340,3802.34,0,0,0,207341.4
2022-08-13,6863550,6864,0,0,3881530,3881.53,1292800,1292.8,0,0,2245820,2245.82,0,0,0,0,3391610,3391.61,0,0,0,192268.21
2022-08-14,7275800,7276,13080,13.08,4193470,4193.47,1818000,1818,0,0,2248650,2248.65,0,0,0,0,3972040,3972.04,0,0,0.3,226246.01
2022-08-15,8235120,8235,19620,19.62,5310200,5310.2,1688720,1688.72,0,0,2257840,2257.84,0,0,0,0,3784500,3784.5,0,0,0.3,283523.57
2022-08-16,8312900,8313,26160,26.16,5813710,5813.71,1034240,1034.24,0,0,2249650,2249.65,0,0,0,0,4425290,4425.29,0,0,0.3,316621.22
2022-08-17,7244860,7245,19620,19.62,5801320,5801.32,1438240,1438.24,0,0,2247160,2247.16,0,0,0,0,3929100,3929.1,0,0,0.3,332703.08
2022-08-18,7306160,7306,30520,30.52,5913840,5913.84,1341280,1341.28,0,0,2246190,2246.19,0,0,0,0,4048540,4048.54,0,0,0.3,287799.4
2022-08-19,6888300,6888,23980,23.98,6061020,6061.02,1090800,1090.8,0,0,2246320,2246.32,0,0,0,0,3962290,3962.29,0,0,0.3,275977.02
2022-08-20,6950640,6951,10900,10.9,6295480,6295.48,1502880,1502.88,0,0,2246670,2246.67,0,0,0,0,3849070,3849.07,0,0,0.3,235514.06
2022-08-21,7076790,7077,8720,8.72,6199680,6199.68,1624080,1624.08,0,0,2248130,2248.13,0,0,0,0,3878080,3878.08,0,0,0.3,257537.63
2022-08-22,7138790,7139,19620,19.62,6071150,6071.15,1147360,1147.36,0,0,2246300,2246.3,0,0,0,0,3408070,3408.07,0,0,0.3,290982.01
2022-08-23,7600500,7601,10900,10.9,5614030,5614.03,1147360,1147.36,0,0,2248090,2248.09,0,0,0,0,3499950,3499.95,0,0,0,230061.13
2022-08-24,8103980,8104,10900,10.9,5660550,5660.55,808000,808,0,0,2238000,2238,0,0,0,0,2822520,2822.52,0,0,0,259750.58
2022-08-25,7352880,7353,17440,17.44,5789830,5789.83,573680,573.68,0,0,2250700,2250.7,0,0,0,0,2561120,2561.12,0,0,0.2,289580.11
2022-08-26,7921670,7922,21800,21.8,5737690,5737.69,888800,888.8,0,0,2248400,2248.4,0,0,0,0,3839250,3839.25,0,0,0.2,343623.32
2022-08-27,6811310,6811,6540,6.54,6184720,6184.72,638320,638.32,0,0,2246090,2246.09,0,0,0,0,2942760,2942.76,0,0,0.2,261601.8
2022-08-28,7720060,7720,6540,6.54,6286990,6286.99,993840,993.84,0,0,2245700,2245.7,0,0,0,0,3531730,3531.73,0,0,0.2,247846.6
2022-08-29,8061010,8061,17440,17.44,6320080,6320.08,1082720,1082.72,0,0,2248170,2248.17,0,0,0,0,3713150,3713.15,0,0,0.2,345674.54
2022-08-30,7570640,7571,8720,8.72,6245070,6245.07,961520,961.52,0,0,2246880,2246.88,0,0,0,0,4297930,4297.93,0,0,0.2,335885.75
2022-08-31,7497150,7497,15260,15.26,6140870,6140.87,913040,913.04,0,0,2247040,2247.04,0,0,0,0,4463260,4463.26,0,0,0.2,323479.09
2022-09-01,7178410,7178,21800,21.8,6118170,6118.17,1220080,1220.08,0,0,2246260,2246.26,0,0,0,0,3606350,3606.35,0,0,0.2,335857.84
2022-09-02,7136360,7136,26160,26.16,6236460,6236.46,1139280,1139.28,0,0,2247470,2247.47,0,0,0,0,2664910,2664.91,0,0,0.2,301049.12
2022-09-03,7474810,7475,28340,28.34,6556930,6556.93,1422080,1422.08,0,0,2246280,2246.28,0,0,0,0,2047190,2047.19,0,0,0.2,265071.5
2022-09-04,7392150,7392,17440,17.44,6536310,6536.31,1478640,1478.64,0,0,2246150,2246.15,0,0,0,0,2103970,2103.97,0,0,0.2,272827.24
2022-09-05,7565990,7566,10900,10.9,6413300,6413.3,1842240,1842.24,0,0,2247280,2247.28,0,0,0,0,2291790,2291.79,0,0,0.43,350690.09
2022-09-06,7202740,7203,15260,15.26,6191590,6191.59,953440,953.44,0,0,2247160,2247.16,0,0,0,0,2221340,2221.34,0,0,0.43,341082.96
2022-09-07,7646950,7647,17440,17.44,6042570,6042.57,1115040,1115.04,0,0,2246120,2246.12,0,0,0,0,1948790,1948.79,0,0,0.43,400890.71
2022-09-08,6903460,6903,21800,21.8,5675330,5675.33,1042320,1042.32,0,0,2248150,2248.15,0,0,0,0,1731700,1731.7,0,0,0.43,336092.66
2022-09-09,6756420,6756,8720,8.72,6062420,6062.42,961520,961.52,0,0,2247880,2247.88,0,0,0,0,1688850,1688.85,0,0,0.43,407809.5
2022-09-10,6418670,6419,10900,10.9,6108400,6108.4,969600,969.6,0,0,2246400,2246.4,0,0,0,0,1703750,1703.75,0,0,0.43,311376.85
2022-09-11,6557500,6558,8720,8.72,6079100,6079.1,1591760,1591.76,0,0,2247030,2247.03,0,0,0,0,1518080,1518.08,0,0,0.43,251673.65
2022-09-12,6939720,6940,34880,34.88,6129380,6129.38,1010000,1010,0,0,2248280,2248.28,0,0,0,0,1411700,1411.7,0,0,0.43,291859.9
2022-09-13,7487610,7488,8720,8.72,5944790,5944.79,977680,977.68,0,0,2247420,2247.42,0,0,0,0,1533600,1533.6,0,0,0.43,272168.46
2022-09-14,6802880,6803,8720,8.72,5760580,5760.58,880720,880.72,0,0,2353090,2353.09,0,0,0,0,1472840,1472.84,0,0,0.43,254148.47
2022-09-15,7587740,7588,23980,23.98,5725470,5725.47,1373600,1373.6,0,0,2290630,2290.63,0,0,0,0,1484970,1484.97,0,0,0.43,270203.23
2022-09-16,6945300,6945,17440,17.44,5850370,5850.37,896880,896.88,0,0,2256830,2256.83,0,0,0,0,1501760,1501.76,0,0,0.43,243866.54
2022-09-17,7851440,7851,19620,19.62,5959910,5959.91,1090800,1090.8,0,0,2259660,2259.66,0,0,0,0,1257270,1257.27,0,0,0.43,226481.93
2022-09-18,7302860,7303,13080,13.08,6153130,6153.13,1252400,1252.4,0,0,2258800,2258.8,0,0,0,0,1330730,1330.73,0,0,0.43,250283.52
2022-09-19,8855650,8856,17440,17.44,6081810,6081.81,1066560,1066.56,0,0,2259760,2259.76,0,0,0,0,1445580,1445.58,0,0,0.43,288265.07
2022-09-20,8364870,8365,10900,10.9,3899080,3899.08,888800,888.8,0,0,2337930,2337.93,0,0,0,0,1552760,1552.76,0,0,0.43,281711.52
2022-09-21,6812920,6813,23980,23.98,2194650,2194.65,1300880,1300.88,0,0,2283630,2283.63,0,0,0,0,1445750,1445.75,0,0,0.43,254006.91
2022-09-22,13367070,13367,226720,226.72,2264660,2264.66,985760,985.76,0,0,2291140,2291.14,0,0,0,0,1948940,1948.94,0,0,0.43,257027.32
2022-09-23,5493810,5494,268140,268.14,2249860,2249.86,799920,799.92,0,0,2258550,2258.55,0,0,0,0,1818970,1818.97,0,0,0.43,241253.62
2022-09-24,5414730,5415,124260,124.26,2308580,2308.58,993840,993.84,0,0,2264520,2264.52,0,0,0,0,1435260,1435.26,0,0,0,195292.71
2022-09-25,5172540,5173,213640,213.64,2339120,2339.12,977680,977.68,0,0,2336550,2336.55,0,0,0,0,1631020,1631.02,0,0,0,202239.94
2022-09-26,7984350,7984,122080,122.08,4595740,4595.74,1066560,1066.56,0,0,2257040,2257.04,0,0,0,0,1663400,1663.4,0,0,0,263161.56
2022-09-27,19185800,19186,333540,333.54,7304680,7304.68,824160,824.16,0,0,2256030,2256.03,0,0,0,0,1734120,1734.12,0,0,0,263059.09
2022-09-28,24394030,24394,394580,394.58,13357890,13357.89,1171600,1171.6,0,0,2255100,2255.1,0,0,0,0,3413730,3413.73,0,0,0.4,351847.66
2022-09-29,46672880,46673,383680,383.68,19286190,19286.19,565600,565.6,0,0,2254920,2254.92,0,0,0,0,3440990,3440.99,0,0,0.4,408099.98
2022-09-30,29965510,29966,383680,383.68,19887160,19887.16,533280,533.28,0,0,2258420,2258.42,0,0,0,0,7565280,7565.28,0,0,0.4,387484.34
2022-10-01,26541640,26542,335720,335.72,20540080,20540.08,557520,557.52,0,0,2256200,2256.2,0,0,0,0,7503650,7503.65,0,0,0.4,502586.53
2022-10-02,26027790,26028,285580,285.58,21740400,21740.4,735280,735.28,0,0,2258000,2258,0,0,0,0,4474040,4474.04,0,0,0.4,388467.87
2022-10-03,24185530,24186,333540,333.54,20330870,20330.87,468640,468.64,0,0,2261640,2261.64,0,0,0,0,4472320,4472.32,0,0,0.4,421598.54
2022-10-04,17228450,17228,279040,279.04,19316370,19316.37,468640,468.64,0,0,2264060,2264.06,0,0,0,0,4746240,4746.24,0,0,0.4,357880.72
2022-10-05,15126470,15126,316100,316.1,19522260,19522.26,3094640,3094.64,0,0,2282570,2282.57,0,0,0,0,4673410,4673.41,0,0,0.4,547761.6
2022-10-06,19718820,19719,283400,283.4,19275260,19275.26,3223920,3223.92,0,0,2434140,2434.14,0,0,0,0,5274010,5274.01,0,0,0.4,1304391.35
2022-10-07,11727940,11728,283400,283.4,20268750,20268.75,3482480,3482.48,0,0,2366910,2366.91,0,0,0,0,4760250,4760.25,0,0,0.4,361534.7
2022-10-08,10421980,10422,191840,191.84,21559720,21559.72,3434000,3434,0,0,2306910,2306.91,0,0,0,0,3122440,3122.44,0,0,0.4,294600.58
2022-10-09,8899600,8900,274680,274.68,23306620,23306.62,4242000,4242,0,0,2354990,2354.99,0,0,0,0,3218120,3218.12,0,0,0.4,295711.51
2022-10-10,24827140,24827,202740,202.74,22467270,22467.27,3749120,3749.12,0,0,2352830,2352.83,0,0,0,0,3566750,3566.75,0,0,0.4,462814.98
2022-10-11,47351550,47352,283400,283.4,34053790,34053.79,8847600,8847.6,0,0,2345880,2345.88,0,0,0,0,11081420,11081.42,0,0,0.4,1233506.26
2022-10-12,52404500,52405,261600,261.6,41881550,41881.55,5050000,5050,0,0,2290660,2290.66,0,0,0,0,25670840,25670.84,0,0,0.4,1299043.36
2022-10-13,12309260,12309,257240,257.24,5717950,5717.95,824160,824.16,0,0,2252630,2252.63,0,0,0,0,3769510,3769.51,0,0,0,243167.84
2022-10-14,7991600,7992,139520,139.52,5750050,5750.05,767600,767.6,0,0,2264530,2264.53,0,0,0,0,2589840,2589.84,0,0,0,223021.19
2022-10-15,7120770,7121,109000,109,5990770,5990.77,581760,581.76,0,0,2324050,2324.05,0,0,0,0,2016650,2016.65,0,0,0,185973.24
2022-10-16,7257210,7257,141700,141.7,6095320,6095.32,646400,646.4,0,0,2278400,2278.4,0,0,0,0,2033620,2033.62,0,0,0,197887.52
2022-10-17,7671950,7672,154780,154.78,5960440,5960.44,573680,573.68,0,0,2313500,2313.5,0,0,0,0,2214070,2214.07,0,0,0,242524.35
2022-10-18,9041180,9041,202740,202.74,5403900,5403.9,484800,484.8,0,0,2304310,2304.31,0,0,0,0,2392950,2392.95,0,0,0,262053.75
2022-10-19,10330870,10331,259420,259.42,5413000,5413,363600,363.6,0,0,2411510,2411.51,0,0,0,0,2824690,2824.69,0,0,0,351803.49
2022-10-20,11381590,11382,401120,401.12,5189900,5189.9,363600,363.6,0,0,2334730,2334.73,0,0,0,0,2838690,2838.69,0,0,0.35,901819.38
2022-10-21,9714870,9715,780440,780.44,5172570,5172.57,670640,670.64,0,0,2317820,2317.82,0,0,0,0,2979200,2979.2,0,0,0,217450.75
2022-10-22,9388830,9389,795700,795.7,5170530,5170.53,589840,589.84,0,0,2284120,2284.12,0,0,0,0,3697010,3697.01,0,0,0,193514.63
2022-10-23,9013700,9014,712860,712.86,5470250,5470.25,743360,743.36,0,0,2243290,2243.29,0,0,0,0,3767560,3767.56,0,0,0,214460.2
2022-10-24,11688670,11689,473060,473.06,5353900,5353.9,404000,404,0,0,2267130,2267.13,0,0,0,0,3673880,3673.88,0,0,0.4,594785.34
2022-10-25,11947680,11948,623480,623.48,5078690,5078.69,363600,363.6,0,0,3316510,3316.51,0,0,0,0,3878110,3878.11,0,0,0.4,446792.64
2022-10-26,12506180,12506,610400,610.4,6410620,6410.62,517120,517.12,0,0,2341530,2341.53,0,0,0,0,3433870,3433.87,0,0,0.4,385387.99
2022-10-27,14694000,14694,691060,691.06,7445150,7445.15,509040,509.04,0,0,2320240,2320.24,0,0,0,0,3809990,3809.99,0,0,0.4,384705.43
2022-10-28,13193670,13194,625660,625.66,7453390,7453.39,282800,282.8,0,0,2323120,2323.12,0,0,0,0,4042870,4042.87,0,0,0.4,389235.08
2022-10-29,12243120,12243,608220,608.22,7569710,7569.71,412080,412.08,0,0,2349230,2349.23,0,0,0,0,3628310,3628.31,0,0,0.4,316799.14
2022-10-30,12866990,12867,664900,664.9,7850080,7850.08,727200,727.2,0,0,2402300,2402.3,0,0,0,0,3513370,3513.37,0,0,0.4,316319.6
2022-10-31,12593330,12593,466520,466.52,7686460,7686.46,226240,226.24,0,0,2378020,2378.02,0,0,0,0,3434950,3434.95,0,0,0.4,360141.18
2022-11-01,13584860,13585,514480,514.48,7462200,7462.2,234320,234.32,0,0,2542460,2542.46,0,0,0,0,3476780,3476.78,0,0,0.4,360827.74
2022-11-02,12461760,12462,442540,442.54,7617220,7617.22,266640,266.64,0,0,2297070,2297.07,0,0,0,0,2745110,2745.11,0,0,0.4,336705.71
2022-11-03,12712440,12712,444720,444.72,8092770,8092.77,202000,202,0,0,2290670,2290.67,0,0,0,0,2683750,2683.75,0,0,0.4,343332.71
2022-11-04,12578940,12579,329180,329.18,8106730,8106.73,266640,266.64,0,0,2344720,2344.72,0,0,0,0,2745410,2745.41,0,0,0.4,322804.55
2022-11-05,13140470,13140,440360,440.36,8319550,8319.55,484800,484.8,0,0,2289550,2289.55,0,0,0,0,2459860,2459.86,0,0,0.4,330307.59
2022-11-06,13231150,13231,516660,516.66,8631020,8631.02,387840,387.84,0,0,2325060,2325.06,0,0,0,0,2650960,2650.96,0,0,0.4,354637.7
2022-11-07,12144780,12145,599500,599.5,7099420,7099.42,331280,331.28,0,0,2284440,2284.44,0,0,0,0,2545310,2545.31,0,0,0.35,240539.73
2022-11-08,10918270,10918,499220,499.22,5596030,5596.03,258560,258.56,0,0,2297490,2297.49,0,0,0,0,3072230,3072.23,0,0,0,260667.58
2022-11-09,11353950,11354,174400,174.4,5459420,5459.42,509040,509.04,0,0,2360240,2360.24,0,0,0,0,2898230,2898.23,0,0,0,337109.55
2022-11-10,12400740,12401,13080,13.08,5679120,5679.12,307040,307.04,0,0,2500330,2500.33,0,0,0,0,2950420,2950.42,0,0,0.4,866717.72
2022-11-11,12716340,12716,23980,23.98,5795440,5795.44,363600,363.6,0,0,2472580,2472.58,0,0,0,0,2810140,2810.14,0,0,0,236361.92
2022-11-12,12918720,12919,15260,15.26,5930220,5930.22,315120,315.12,0,0,2676050,2676.05,0,0,0,0,2535680,2535.68,0,0,0,208953.54
2022-11-13,12168740,12169,17440,17.44,5882650,5882.65,525200,525.2,0,0,2520560,2520.56,0,0,0,0,2662040,2662.04,0,0,0,219612.9
2022-11-14,12578590,12579,63220,63.22,5916490,5916.49,193920,193.92,0,0,2417190,2417.19,0,0,0,0,2750520,2750.52,0,0,0,233556.58
2022-11-15,13459160,13459,28340,28.34,5748530,5748.53,298960,298.96,0,0,2402210,2402.21,0,0,0,0,2984770,2984.77,0,0,0,241538.08
2022-11-16,14614350,14614,34880,34.88,5655080,5655.08,331280,331.28,0,0,2276860,2276.86,0,0,0,0,2325410,2325.41,0,0,0,252611.84
2022-11-17,24988090,24988,52320,52.32,6833310,6833.31,250480,250.48,0,0,254433270,254433.27,0,0,0,0,2588050,2588.05,0,0,0.4,818191.32
2022-11-18,21579810,21580,52320,52.32,6585210,6585.21,290880,290.88,0,0,2353680,2353.68,0,0,0,0,2125880,2125.88,0,0,0.4,528104.77
2022-11-19,24816530,24817,28340,28.34,6742500,6742.5,452480,452.48,0,0,2358100,2358.1,0,0,0,0,1929030,1929.03,0,0,0.4,462770.04
2022-11-20,20674380,20674,34880,34.88,7160740,7160.74,274720,274.72,0,0,2330450,2330.45,0,0,0,0,1781190,1781.19,0,0,0.4,462102.23
2022-11-21,19560740,19561,52320,52.32,9217490,9217.49,347440,347.44,0,0,2256460,2256.46,0,0,0,0,3256670,3256.67,0,0,0.4,541157.21
2022-11-22,20899530,20900,43600,43.6,12661290,12661.29,436320,436.32,0,0,2356640,2356.64,0,0,0,0,4468410,4468.41,0,0,0.4,496483.21
2022-11-23,30795950,30796,34880,34.88,14999340,14999.34,1284720,1284.72,0,0,2367420,2367.42,0,0,0,0,5030740,5030.74,0,0,0.4,492636.25
2022-11-24,42350420,42350,26160,26.16,20479970,20479.97,1599840,1599.84,0,0,2402750,2402.75,0,0,0,0,11220840,11220.84,0,0,0.4,960018.25
2022-11-25,62453620,62454,41420,41.42,33225640,33225.64,1753360,1753.36,0,0,2291300,2291.3,0,0,0,0,8025700,8025.7,0,0,0.4,1949226.5
2022-11-26,62577240,62577,43600,43.6,36870170,36870.17,1252400,1252.4,0,0,2265960,2265.96,0,0,0,0,9044510,9044.51,0,0,0.4,627097.27
2022-11-27,65871780,65872,34880,34.88,39838510,39838.51,1801840,1801.84,0,0,2321340,2321.34,0,0,0,0,8092950,8092.95,0,0,0.4,748166.72
2022-11-28,86242120,86242,45780,45.78,37840230,37840.23,953440,953.44,0,0,2255400,2255.4,0,0,0,0,6476530,6476.53,0,0,0.4,2031155.62
2022-11-29,20079580,20080,23980,23.98,5523390,5523.39,1292800,1292.8,0,0,2351120,2351.12,0,0,0,0,7846880,7846.88,0,0,0.4,461363.99
2022-11-30,21891450,21891,45780,45.78,5523440,5523.44,961520,961.52,0,0,2291660,2291.66,0,0,0,0,7453860,7453.86,0,0,0.4,418552.04
2022-12-01,25490440,25490,58860,58.86,5158020,5158.02,573680,573.68,0,0,254014090,254014.09,0,0,0,0,7657960,7657.96,0,0,0.4,397687.07
2022-12-02,11001320,11001,21800,21.8,5127410,5127.41,557520,557.52,0,0,2201170,2201.17,0,0,0,0,2862250,2862.25,0,0,0,317233.73
2022-12-03,11660710,11661,26160,26.16,5203080,5203.08,444400,444.4,0,0,2216000,2216,0,0,0,0,2121020,2121.02,0,0,0,238823.56
2022-12-04,10428110,10428,13080,13.08,5643510,5643.51,953440,953.44,0,0,2247320,2247.32,0,0,0,0,2264580,2264.58,0,0,0,206016.9
2022-12-05,12084660,12085,23980,23.98,4205900,4205.9,719120,719.12,0,0,2198480,2198.48,0,0,0,0,3272420,3272.42,0,0,0,237885.67
2022-12-06,11063430,11063,43600,43.6,3756230,3756.23,606000,606,0,0,2845190,2845.19,0,0,0,0,4579300,4579.3,0,0,0,229975.54
2022-12-07,10476960,10477,32700,32.7,3698380,3698.38,509040,509.04,0,0,2902670,2902.67,0,0,0,0,3927360,3927.36,0,0,0,231871.01
