time,lead_created_count,display_impressions, display_spend ,ctv_impressions, ctv_spend ,olv_impressions, olv_spend ,google_ads_impressions,google_ads_spend, meta_impressions , meta_spend ,avg_lead_value,organic_impressions_search_console
1/14/22,44,0,0,0,0,0,0,25200,285.61,0,0,1200,85548
1/15/22,29,0,0,0,0,0,0,31009,487.73,0,0,1200,85548
1/16/22,37,0,0,0,0,0,0,26275,342.63,0,0,1200,85548
1/17/22,55,0,0,0,0,0,0,30015,393.86,0,0,1200,85548
1/18/22,47,0,0,0,0,0,0,26861,372.82,0,0,1200,85548
1/19/22,39,0,0,0,0,0,0,32481,484.54,0,0,1200,85548
1/20/22,41,0,0,0,0,0,0,29799,360.89,0,0,1200,85548
1/21/22,32,0,0,0,0,0,0,29002,440.07,0,0,1200,85548
1/22/22,44,0,0,0,0,0,0,24040,349.94,0,0,1200,85548
1/23/22,55,0,0,0,0,0,0,31783,430.04,0,0,1200,85548
1/24/22,59,0,0,0,0,0,0,19080,292.8,0,0,1200,85548
1/25/22,55,0,0,0,0,0,0,40445,490.57,0,0,1200,85548
1/26/22,48,0,0,0,0,0,0,34063,367.25,0,0,1200,85548
1/27/22,48,0,0,0,0,0,0,39873,482.75,0,0,1200,85548
1/28/22,36,0,0,0,0,0,0,32509,373.85,0,0,1200,85548
1/29/22,49,0,0,0,0,0,0,33412,446.77,0,0,1200,85548
1/30/22,60,0,0,0,0,0,0,26986,299.52,0,0,1200,85548
1/31/22,65,0,0,0,0,0,0,35639,383.64,0,0,1200,85548
2/1/22,50,0,0,0,0,0,0,39150,464.52,0,0,1200,85548
2/2/22,53,0,0,0,0,0,0,42019,463.12,0,0,1200,85548
2/3/22,58,0,0,0,0,0,0,45548,494.42,0,0,1200,85548
2/4/22,39,0,0,0,0,0,0,37470,432.23,0,0,1200,85548
2/5/22,48,0,0,0,0,0,0,37981,468.43,0,0,1200,85548
2/6/22,60,0,0,0,0,0,0,39426,432.8,0,0,1200,85548
2/7/22,51,0,0,0,0,0,0,33873,395.16,0,0,1200,85548
2/8/22,45,0,0,0,0,0,0,38041,434.88,0,0,1200,85548
2/9/22,64,0,0,0,0,0,0,39489,491.22,0,0,1200,85548
2/10/22,49,0,0,0,0,0,0,38722,462.82,0,0,1200,85548
2/11/22,53,0,0,0,0,0,0,35934,406.71,0,0,1200,85548
2/12/22,50,0,0,0,0,0,0,40674,484.08,0,0,1200,85548
2/13/22,40,0,0,0,0,0,0,38429,445.15,0,0,1200,85548
2/14/22,47,0,0,0,0,0,0,36054,409.33,0,0,1200,85548
2/15/22,54,0,0,0,0,0,0,41491,469.77,0,0,1200,85548
2/16/22,53,0,0,0,0,0,0,42501,409.4,0,0,1200,85548
2/17/22,53,0,0,0,0,0,0,40498,448.83,0,0,1200,85548
2/18/22,45,0,0,0,0,0,0,36183,399.19,0,0,1200,85548
2/19/22,55,0,0,0,0,0,0,39917,456.64,0,0,1200,85548
2/20/22,52,0,0,0,0,0,0,39531,455.38,0,0,1200,85548
2/21/22,69,0,0,0,0,0,0,34426,461.89,0,0,1200,85548
2/22/22,59,0,0,0,0,0,0,33491,397.06,0,0,1200,85548
2/23/22,68,0,0,0,0,0,0,33785,401.15,0,0,1200,85548
2/24/22,58,0,0,0,0,0,0,29104,384.17,0,0,1200,85548
2/25/22,50,0,0,0,0,0,0,30267,365.43,0,0,1200,85548
2/26/22,62,0,0,0,0,0,0,35711,517.09,0,0,1200,85548
2/27/22,59,0,0,0,0,0,0,35367,458.34,0,0,1200,85548
2/28/22,76,0,0,0,0,0,0,32294,397.11,0,0,1200,85548
3/1/22,72,0,0,0,0,0,0,33242,416.06,0,0,1200,85548
3/2/22,59,0,0,0,0,0,0,24582,364.09,0,0,1200,85548
3/3/22,69,0,0,0,0,0,0,28334,359.13,0,0,1200,85548
3/4/22,70,0,0,0,0,0,0,23639,307.39,0,0,1200,85548
3/5/22,80,0,0,0,0,0,0,24700,323.4,0,0,1200,85548
3/6/22,74,0,0,0,0,0,0,21539,309.05,0,0,1200,85548
3/7/22,92,0,0,0,0,0,0,22534,305.75,0,0,1200,85548
3/8/22,72,0,0,0,0,0,0,22476,352.75,0,0,1200,85548
3/9/22,85,0,0,0,0,0,0,22962,353.95,0,0,1200,85548
3/10/22,85,0,0,0,0,0,0,23006,362.19,0,0,1200,85548
3/11/22,60,0,0,0,0,0,0,24948,306.58,0,0,1200,85548
3/12/22,66,0,0,0,0,0,0,29371,389.76,0,0,1200,85548
3/13/22,84,0,0,0,0,0,0,27737,323.78,0,0,1200,85548
3/14/22,99,0,0,0,0,0,0,27694,355.96,0,0,1200,85548
3/15/22,107,0,0,0,0,0,0,26774,343.42,0,0,1200,85548
3/16/22,85,0,0,0,0,0,0,25693,323.32,0,0,1200,85548
3/17/22,100,0,0,0,0,0,0,26461,332.51,0,0,1200,85548
3/18/22,84,0,0,0,0,0,0,24262,309.59,0,0,1200,85548
3/19/22,97,0,0,0,0,0,0,23587,319.3,0,0,1200,85548
3/20/22,76,0,0,0,0,0,0,25285,283.62,0,0,1200,85548
3/21/22,116,0,0,0,0,0,0,24728,302.05,0,0,1200,85548
3/22/22,122,0,0,0,0,0,0,26658,325,0,0,1200,85548
3/23/22,108,0,0,0,0,0,0,26820,335.96,0,0,1200,85548
3/24/22,95,0,0,0,0,0,0,26074,327.29,0,0,1200,85548
3/25/22,80,0,0,0,0,0,0,28634,326.4,0,0,1200,85548
3/26/22,93,0,0,0,0,0,0,28972,345.67,0,0,1200,85548
3/27/22,84,0,0,0,0,0,0,30565,378.23,0,0,1200,85548
3/28/22,135,0,0,0,0,0,0,24886,329.87,0,0,1200,85548
3/29/22,128,0,0,0,0,0,0,26519,297.62,0,0,1200,85548
3/30/22,129,0,0,0,0,0,0,25536,315.35,0,0,1200,85548
3/31/22,115,0,0,0,0,0,0,24684,292.55,0,0,1200,85548
4/1/22,110,0,0,0,0,0,0,24921,313.92,0,0,1200,85548
4/2/22,120,0,0,0,0,0,0,27205,386.22,0,0,1200,85548
4/3/22,120,0,0,0,0,0,0,32002,408.76,0,0,1200,85548
4/4/22,147,0,0,0,0,0,0,29212,385.76,0,0,1200,85548
4/5/22,119,0,0,0,0,0,0,28719,351.33,0,0,1200,85548
4/6/22,138,0,0,0,0,0,0,27422,338.69,0,0,1200,85548
4/7/22,125,0,0,0,0,0,0,28214,377.52,0,0,1200,85548
4/8/22,112,0,0,0,0,0,0,4979,277.21,0,0,1200,85548
4/9/22,123,0,0,0,0,0,0,5700,274.72,0,0,1200,85548
4/10/22,124,0,0,0,0,0,0,4874,240.25,0,0,1200,85548
4/11/22,164,0,0,0,0,0,0,5452,277.97,0,0,1200,85548
4/12/22,138,0,0,0,0,0,0,5588,338.75,0,0,1200,85548
4/13/22,148,0,0,0,0,0,0,4761,387.67,0,0,1200,85548
4/14/22,133,0,0,0,0,0,0,5162,322.55,0,0,1200,85548
4/15/22,127,0,0,0,0,0,0,5986,308.19,0,0,1200,85548
4/16/22,130,0,0,0,0,0,0,8953,377.4,0,0,1200,85548
4/17/22,92,0,0,0,0,0,0,6967,311.93,0,0,1200,85548
4/18/22,186,0,0,0,0,0,0,11544,453.28,0,0,1200,85548
4/19/22,168,0,0,0,0,0,0,10414,365.39,0,0,1200,85548
4/20/22,150,0,0,0,0,0,0,10462,377.27,0,0,1200,85548
4/21/22,124,0,0,0,0,0,0,8219,325.32,0,0,1200,85548
4/22/22,116,0,0,0,0,0,0,8332,219.16,0,0,1200,85548
4/23/22,109,0,0,0,0,0,0,8268,311.17,0,0,1200,85548
4/24/22,147,0,0,0,0,0,0,7927,288.77,0,0,1200,85548
4/25/22,148,0,0,0,0,0,0,8170,398.52,0,0,1200,85548
4/26/22,172,0,0,0,0,0,0,8296,398.63,0,0,1200,85548
4/27/22,147,0,0,0,0,0,0,7976,395.88,0,0,1200,85548
4/28/22,115,0,0,0,0,0,0,9704,392.63,0,0,1200,85548
4/29/22,98,0,0,0,0,0,0,7295,249.77,0,0,1200,85548
4/30/22,100,0,0,0,0,0,0,5536,135.08,0,0,1200,85548
5/1/22,109,0,0,0,0,0,0,9911,267.88,0,0,1200,85548
5/2/22,127,0,0,0,0,0,0,8379,276.12,0,0,1200,85548
5/3/22,129,0,0,0,0,0,0,7928,210.33,0,0,1200,85548
5/4/22,123,0,0,0,0,0,0,9432,255.98,0,0,1200,85548
5/5/22,90,0,0,0,0,0,0,9764,228.36,0,0,1200,85548
5/6/22,90,0,0,0,0,0,0,9605,286.14,0,0,1200,85548
5/7/22,89,0,0,0,0,0,0,10389,222.87,0,0,1200,85548
5/8/22,67,0,0,0,0,0,0,11144,231.31,0,0,1200,85548
5/9/22,99,0,0,0,0,0,0,12376,240.03,0,0,1200,85548
5/10/22,91,0,0,0,0,0,0,14697,245.45,0,0,1200,85548
5/11/22,83,0,0,0,0,0,0,12150,253.59,0,0,1200,85548
5/12/22,59,0,0,0,0,0,0,13599,226.91,0,0,1200,85548
5/13/22,66,0,0,0,0,0,0,12015,203.68,0,0,1200,85548
5/14/22,63,0,0,0,0,0,0,15131,215.65,0,0,1200,85548
5/15/22,55,0,0,0,0,0,0,19508,233.73,0,0,1200,85548
5/16/22,72,0,0,0,0,0,0,14301,246.13,0,0,1200,85548
5/17/22,74,0,0,0,0,0,0,14423,208.87,0,0,1200,85548
5/18/22,66,0,0,0,0,0,0,13755,236.49,0,0,1200,85548
5/19/22,54,0,0,0,0,0,0,12243,207.71,0,0,1200,85548
5/20/22,64,0,0,0,0,0,0,11508,193.74,0,0,1200,85548
5/21/22,38,0,0,0,0,0,0,12059,229.19,0,0,1200,85548
5/22/22,31,0,0,0,0,0,0,11663,249.63,0,0,1200,85548
5/23/22,61,0,0,0,0,0,0,10858,222.13,0,0,1200,85548
5/24/22,63,0,0,0,0,0,0,9543,200.73,0,0,1200,85548
5/25/22,54,0,0,0,0,0,0,10636,212.95,0,0,1200,85548
5/26/22,45,0,0,0,0,0,0,12072,219.92,0,0,1200,85548
5/27/22,38,0,0,0,0,0,0,12385,265.54,0,0,1200,85548
5/28/22,48,0,0,0,0,0,0,10427,241.23,0,0,1200,85548
5/29/22,37,0,0,0,0,0,0,10346,187.46,0,0,1200,85548
5/30/22,33,0,0,0,0,0,0,11655,198.27,0,0,1200,85548
5/31/22,46,0,0,0,0,0,0,7296,142.33,0,0,1200,85548
6/1/22,69,0,0,0,0,0,0,7029,125.3,0,0,1200,85548
6/2/22,35,0,0,0,0,0,0,6300,110.01,0,0,1200,85548
6/3/22,36,0,0,0,0,0,0,7409,168.86,0,0,1200,85548
6/4/22,46,0,0,0,0,0,0,6724,142.74,0,0,1200,85548
6/5/22,21,0,0,0,0,0,0,6598,144.94,0,0,1200,85548
6/6/22,53,0,0,0,0,0,0,6543,120.38,0,0,1200,85548
6/7/22,41,0,0,0,0,0,0,7429,126.83,0,0,1200,85548
6/8/22,54,0,0,0,0,0,0,13020,163.57,0,0,1200,85548
6/9/22,35,3131,19.43,0,0,0,0,18283,255.34,0,0,1200,85548
6/10/22,27,11864,152.02,0,0,0,0,16434,267.62,0,0,1200,85548
6/11/22,26,7486,147.9,0,0,0,0,13355,248.43,0,0,1200,85548
6/12/22,27,6835,128.49,0,0,0,0,14218,245.64,0,0,1200,85548
6/13/22,39,8771,134.72,0,0,0,0,11572,262.86,0,0,1200,85548
6/14/22,38,8547,136.89,0,0,0,0,13184,231.62,0,0,1200,85548
6/15/22,45,8682,136.11,0,0,0,0,13763,209.04,0,0,1200,85548
6/16/22,43,8488,138.46,0,0,0,0,15817,270.03,0,0,1200,85548
6/17/22,29,7830,130.17,0,0,0,0,13487,234.83,0,0,1200,85548
6/18/22,32,7341,129.82,0,0,0,0,13661,230.66,0,0,1200,85548
6/19/22,26,7320,142.12,0,0,0,0,12035,167.21,0,0,1200,85548
6/20/22,45,8790,148.45,0,0,0,0,13608,249.67,0,0,1200,85548
6/21/22,36,8236,133.78,0,0,0,0,13263,267.44,0,0,1200,85548
6/22/22,35,8363,135.67,0,0,0,0,13785,198.55,0,0,1200,85548
6/23/22,42,8652,135.95,0,0,0,0,13428,176.35,0,0,1200,85548
6/24/22,19,8109,135.25,0,0,0,0,10875,173.78,0,0,1200,85548
6/25/22,25,7374,150.06,0,0,0,0,11943,236.39,0,0,1200,85548
6/26/22,23,7091,127.38,0,0,0,0,14714,264.69,0,0,1200,85548
6/27/22,28,9041,135.62,0,0,0,0,14847,285.4,0,0,1200,85548
6/28/22,36,9665,136.96,0,0,0,0,10780,260.02,0,0,1200,85548
6/29/22,34,8703,136.3,0,0,0,0,9214,201.03,0,0,1200,85548
6/30/22,34,8865,136.25,0,0,0,0,9746,199.59,0,0,1200,85548
7/1/22,25,7413,99.37,0,0,0,0,13492,305.25,0,0,1200,85548
7/2/22,17,6900,98.23,0,0,0,0,16503,357.37,0,0,1200,85548
7/3/22,16,7390,100.28,0,0,0,0,18252,377.26,0,0,1200,85548
7/4/22,15,7476,101.72,0,0,0,0,14653,266.83,0,0,1200,85548
7/5/22,46,8450,107.57,0,0,0,0,17365,468.87,0,0,1200,85548
7/6/22,43,7991,101.05,0,0,0,0,17453,427.87,0,0,1200,85548
7/7/22,46,8142,101.23,0,0,0,0,18449,402.62,0,0,1200,85548
7/8/22,34,8589,100.93,0,0,0,0,23231,566.93,0,0,1200,85548
7/9/22,45,6763,95.22,0,0,0,0,23084,528.02,0,0,1200,85548
7/10/22,35,7444,104.74,0,0,0,0,25483,631.94,0,0,1200,85548
7/11/22,45,9314,101.16,0,0,0,0,35308,733.31,0,0,1200,85548
7/12/22,42,8587,97.27,0,0,0,0,64604,874.84,0,0,1200,85548
7/13/22,47,9213,108.84,0,0,0,0,48941,830.3,0,0,1200,85548
7/14/22,46,8305,102.42,0,0,0,0,22766,612.18,0,0,1200,85548
7/15/22,27,8226,100.55,0,0,0,0,22499,589.61,0,0,1200,85548
7/16/22,28,7332,101.8,0,0,0,0,26452,591.94,0,0,1200,85548
7/17/22,36,8124,102.77,0,0,0,0,25021,623.75,0,0,1200,85548
7/18/22,43,9008,100.51,0,0,0,0,24937,694.8,0,0,1200,85548
7/19/22,28,8359,94.14,0,0,0,0,24095,635.73,0,0,1200,85548
7/20/22,46,8330,101.04,0,0,0,0,22106,574.39,0,0,1200,85548
7/21/22,28,8653,103.7,0,0,0,0,21315,579.89,0,0,1200,85548
7/22/22,28,8539,101.29,0,0,0,0,19624,552.27,0,0,1200,85548
7/23/22,18,7457,102.89,0,0,0,0,20173,557.01,0,0,1200,85548
7/24/22,27,7208,100.36,0,0,0,0,21060,558.6,0,0,1200,85548
7/25/22,40,8468,105.19,0,0,0,0,18511,560.54,0,0,1200,85548
7/26/22,37,8668,100.05,0,0,0,0,14305,478.4,0,0,1200,85548
7/27/22,37,8618,100.57,0,0,0,0,13947,466.73,0,0,1200,85548
7/28/22,23,8601,98.39,0,0,0,0,14339,488.53,0,0,1200,85548
7/29/22,19,7257,89.98,0,0,0,0,12600,460.58,0,0,1200,85548
7/30/22,20,7494,103.8,0,0,0,0,13546,441.38,0,0,1200,85548
7/31/22,27,7960,103.7,0,0,0,0,14157,476.21,0,0,1200,85548
8/1/22,42,3886,43.53,0,0,0,0,16287,485.51,0,0,1200,85548
8/2/22,28,236238,259.56,0,0,0,0,14685,396.43,0,0,1200,85548
8/3/22,33,254910,258.88,0,0,0,0,14685,392.1,0,0,1200,85548
8/4/22,27,102836,202.6,0,0,0,0,14586,379.25,0,0,1200,85548
8/5/22,40,109344,212.23,0,0,0,0,13987,356.58,0,0,1200,85548
8/6/22,26,98909,210.66,0,0,0,0,14662,391.99,0,0,1200,85548
8/7/22,35,117091,229.95,0,0,0,0,14863,389.16,0,0,1200,85548
8/8/22,42,106278,221.05,0,0,0,0,25148,395.67,0,0,1200,85548
8/9/22,38,135467,218.45,0,0,0,0,27188,386.33,0,0,1200,85548
8/10/22,25,153237,250.9,0,0,0,0,12813,347.56,0,0,1200,85548
8/11/22,39,150556,226.1,0,0,0,0,13096,338.24,0,0,1200,85548
8/12/22,31,158155,229.88,0,0,0,0,12043,334.06,0,0,1200,85548
8/13/22,33,129778,231.36,0,0,0,0,12198,340.9,0,0,1200,85548
8/14/22,25,116938,223.48,0,0,0,0,12693,339.64,0,0,1200,85548
8/15/22,42,115188,228.82,0,0,0,0,14995,384.45,0,0,1200,85548
8/16/22,40,118334,228.63,0,0,0,0,19245,431.65,0,0,1200,85548
8/17/22,36,140579,231,0,0,0,0,18769,423.7,0,0,1200,85548
8/18/22,26,147773,228.9,0,0,0,0,18482,390.91,0,0,1200,85548
8/19/22,25,132476,227.54,0,0,0,0,19386,364.48,0,0,1200,85548
8/20/22,20,156379,248.21,0,0,0,0,19210,411.95,0,0,1200,85548
8/21/22,31,139996,224.46,0,0,0,0,19622,373.91,0,0,1200,85548
8/22/22,32,118266,229.81,0,0,0,0,19071,386.11,0,0,1200,85548
8/23/22,45,120547,228.74,0,0,0,0,18954,364.29,0,0,1200,85548
8/24/22,41,125971,224.57,0,0,0,0,19327,373.99,0,0,1200,85548
8/25/22,50,126477,229.92,0,0,0,0,20335,363.27,0,0,1200,85548
8/26/22,36,128991,230.02,0,0,0,0,16984,364.52,0,0,1200,85548
8/27/22,34,120503,228.1,0,0,0,0,20188,377.65,0,0,1200,85548
8/28/22,27,126647,230.09,0,0,0,0,17792,350.49,0,0,1200,85548
8/29/22,29,114300,230.94,0,0,0,0,18166,380.23,0,0,1200,85548
8/30/22,48,119135,237.36,0,0,0,0,18130,379.59,0,0,1200,85548
8/31/22,45,119010,231.78,0,0,0,0,18517,342.16,0,0,1200,85548
9/1/22,29,122769,235.56,0,0,0,0,19764,396.8,0,0,1200,85548
9/2/22,26,91542,159.97,0,0,0,0,20937,443.37,0,0,1200,85548
9/3/22,26,78110,138.21,0,0,0,0,21195,460.77,0,0,1200,85548
9/4/22,19,102122,188.89,0,0,0,0,20879,375.86,0,0,1200,85548
9/5/22,32,80671,172.83,0,0,0,0,19634,396.22,0,0,1200,85548
9/6/22,46,82641,170.84,0,0,0,0,7672,199.63,0,0,1200,85548
9/7/22,40,107716,171.82,0,0,0,0,461,122.58,0,0,1200,85548
9/8/22,27,114106,170.14,0,0,0,0,686,119.97,0,0,1200,85548
9/9/22,23,104011,173.32,0,0,0,0,835,130.58,0,0,1200,85548
9/10/22,27,88726,171.86,0,0,0,0,485,102.99,0,0,1200,85548
9/11/22,33,87025,170.35,0,0,0,0,723,119.58,0,0,1200,85548
9/12/22,56,75685,167.41,0,0,0,0,724,131.78,0,0,1200,85548
9/13/22,36,76949,170.61,0,0,0,0,1310,234.44,0,0,1200,85548
9/14/22,38,84596,185.15,0,0,0,0,2131,239.06,0,0,1200,85548
9/15/22,36,76495,170.5,0,0,0,0,2714,234.08,0,0,1200,85548
9/16/22,16,72523,177.64,0,0,0,0,1272,216.9,0,0,1200,85548
9/17/22,28,77786,178.88,0,0,0,0,911,133.63,0,0,1200,85548
9/18/22,25,74613,173.25,0,0,0,0,928,161.96,0,0,1200,85548
9/19/22,44,67884,176.28,0,0,0,0,1409,193.52,0,0,1200,85548
9/20/22,44,70234,162.72,0,0,0,0,1918,245,0,0,1200,85548
9/21/22,38,72906,169.35,0,0,0,0,2272,282.13,0,0,1200,85548
9/22/22,29,75202,176.44,0,0,0,0,2579,280.46,0,0,1200,85548
9/23/22,40,81701,172.73,0,0,0,0,2830,316.28,0,0,1200,85548
9/24/22,29,101009,170.75,0,0,0,0,1934,211.48,0,0,1200,85548
9/25/22,33,104430,172.63,0,0,0,0,1458,216.13,0,0,1200,85548
9/26/22,39,91420,176.03,0,0,0,0,1686,233.61,0,0,1200,85548
9/27/22,42,72458,176.46,0,0,0,0,1290,226.13,0,0,1200,85548
9/28/22,40,74294,181.32,0,0,0,0,1307,233.85,0,0,1200,85548
9/29/22,37,73371,177.12,0,0,0,0,1005,183.29,0,0,1200,85548
9/30/22,28,49301,96.76,0,0,0,0,1382,207.22,0,0,1200,85548
10/1/22,35,87723,147.08,0,0,0,0,1371,225.89,0,0,1200,85548
10/2/22,41,99090,154.24,0,0,0,0,1455,221.6,0,0,1200,85548
10/3/22,42,88469,149.47,0,0,0,0,974,148.93,0,0,1200,85548
10/4/22,46,74385,125.75,0,0,0,0,830,125.47,0,0,1200,85548
10/5/22,28,91018,158.32,0,0,0,0,897,150.18,0,0,1200,85548
10/6/22,35,88242,156.66,0,0,0,0,1084,162.02,0,0,1200,85548
10/7/22,37,98905,158.18,0,0,0,0,828,123.95,0,0,1200,85548
10/8/22,28,90344,144.7,0,0,0,0,803,104.18,0,0,1200,85548
10/9/22,38,82848,137.6,0,0,0,0,1007,140.6,0,0,1200,85548
10/10/22,32,87464,144.76,0,0,0,0,1208,143.66,0,0,1200,85548
10/11/22,42,92041,154.07,0,0,0,0,847,143.12,0,0,1200,85548
10/12/22,35,88858,156.5,0,0,0,0,886,159.48,0,0,1200,85548
10/13/22,27,69492,109.55,0,0,0,0,956,132.38,0,0,1200,85548
10/14/22,39,130121,424.83,0,0,0,0,697,119.89,0,0,1200,85548
10/15/22,31,178216,417.97,0,0,0,0,757,110.16,0,0,1200,85548
10/16/22,41,165183,399.51,0,0,0,0,937,189.46,0,0,1200,85548
10/17/22,26,172802,445.24,0,0,0,0,712,126.55,0,0,1200,85548
10/18/22,24,179403,439.62,0,0,0,0,682,113.76,0,0,1200,85548
10/19/22,27,178449,415.12,0,0,0,0,611,110.72,0,0,1200,85548
10/20/22,31,159590,438.02,0,0,0,0,1041,151.14,0,0,1200,85548
10/21/22,30,156398,408.8,0,0,0,0,791,149.8,0,0,1200,85548
10/22/22,21,149465,416.1,0,0,0,0,688,98.55,0,0,1200,85548
10/23/22,18,157008,394.86,0,0,0,0,1159,174.85,0,0,1200,85548
10/24/22,21,163873,406.43,0,0,0,0,948,125.08,0,0,1200,85548
10/25/22,35,180970,431.2,0,0,0,0,780,123.13,0,0,1200,85548
10/26/22,18,167045,418.99,0,0,0,0,705,112.6,0,0,1200,85548
10/27/22,32,160492,436.06,0,0,0,0,633,110.86,0,0,1200,85548
10/28/22,25,181174,420.82,0,0,0,0,749,100.85,0,0,1200,85548
10/29/22,19,164510,427.54,0,0,0,0,879,136.36,0,0,1200,85548
10/30/22,30,165000,417.85,0,0,0,0,966,141.81,0,0,1200,85548
10/31/22,27,68486,123.26,0,0,0,0,960,128.67,0,0,1200,85548
11/1/22,21,109732,216.12,0,0,0,0,1438,152.29,0,0,1200,85548
11/2/22,33,100972,203.18,0,0,0,0,1102,131.81,0,0,1200,85548
11/3/22,31,108180,215.63,0,0,0,0,1301,138.98,0,0,1200,85548
11/4/22,27,112991,255.39,0,0,0,0,1772,134.82,0,0,1200,85548
11/5/22,31,148364,332.75,0,0,0,0,1918,165.57,0,0,1200,85548
11/6/22,17,142530,327.29,0,0,0,0,1051,128.76,0,0,1200,85548
11/7/22,18,129016,276.58,0,0,0,0,1154,133.85,0,0,1200,85548
11/8/22,37,146019,324.65,0,0,0,0,1741,132.65,0,0,1200,85548
11/9/22,29,131706,246.99,0,0,0,0,1423,152.41,0,0,1200,85548
11/10/22,29,144425,277.15,0,0,0,0,1360,104.21,0,0,1200,85548
11/11/22,29,154290,314.95,0,0,0,0,1342,104.43,0,0,1200,85548
11/12/22,20,152295,322.56,0,0,0,0,3223,172.3,0,0,1200,85548
11/13/22,21,153950,318.28,0,0,0,0,3881,178.28,0,0,1200,85548
11/14/22,25,143331,319.63,0,0,0,0,662,128.08,0,0,1200,85548
11/15/22,28,134291,320.11,0,0,0,0,877,115.73,0,0,1200,85548
11/16/22,16,165946,305.96,0,0,0,0,788,104.16,0,0,1200,85548
11/17/22,26,172451,312.55,0,0,0,0,730,95.74,0,0,1200,85548
11/18/22,15,148829,299.58,0,0,0,0,1313,166.79,0,0,1200,85548
11/19/22,21,151601,308,0,0,0,0,983,144.83,0,0,1200,85548
11/20/22,16,139796,292.36,0,0,0,0,1049,159.41,0,0,1200,85548
11/21/22,22,138549,272.7,0,0,0,0,780,126.86,0,0,1200,85548
11/22/22,14,152935,302.58,0,0,0,0,785,124.02,0,0,1200,85548
11/23/22,15,164955,308.09,0,0,0,0,863,113.6,0,0,1200,85548
11/24/22,11,148818,301.42,0,0,0,0,675,121.7,0,0,1200,85548
11/25/22,22,150245,305.88,0,0,0,0,745,123.02,0,0,1200,85548
11/26/22,26,160225,301.56,0,0,0,0,636,106.8,0,0,1200,85548
11/27/22,24,133013,287.44,0,0,0,0,826,116.15,0,0,1200,85548
11/28/22,27,109471,251.55,0,0,0,0,824,118.19,0,0,1200,85548
11/29/22,32,164495,329.77,0,0,0,0,813,117.78,0,0,1200,85548
11/30/22,26,160997,295.34,0,0,0,0,907,109.2,0,0,1200,85548
12/1/22,31,126418,229.34,0,0,0,0,1865,122.3,0,0,1200,85548
12/2/22,25,110969,211.72,0,0,0,0,2282,141.5,0,0,1200,85548
12/3/22,20,110271,221.16,0,0,0,0,1293,106.03,0,0,1200,85548
12/4/22,25,106168,210.83,0,0,0,0,945,107.01,0,0,1200,85548
12/5/22,31,98340,202.86,0,0,0,0,1810,192.84,0,0,1200,85548
12/6/22,35,102954,212.38,0,0,0,0,2730,172.92,0,0,1200,85548
12/7/22,22,117180,219.73,0,0,0,0,5105,185.84,0,0,1200,85548
12/8/22,30,114406,214.03,0,0,0,0,9918,422.2,0,0,1200,85548
12/9/22,19,89337,158.82,0,0,0,0,6358,424.85,0,0,1200,85548
12/10/22,20,107252,186.87,0,0,0,0,6272,420.79,0,0,1200,85548
12/11/22,23,99597,170.15,0,0,0,0,5873,424.09,0,0,1200,85548
12/12/22,12,113484,217.43,0,0,0,0,5953,418.03,0,0,1200,85548
12/13/22,28,109001,214.91,0,0,0,0,6136,401.23,0,0,1200,85548
12/14/22,30,129250,220.32,0,0,0,0,5877,314.59,0,0,1200,85548
12/15/22,17,120927,208.3,0,0,0,0,5332,266.32,0,0,1200,85548
12/16/22,12,116296,206.07,0,0,0,0,5458,248.68,0,0,1200,85548
12/17/22,13,108638,205.22,0,0,0,0,6879,247.17,0,0,1200,85548
12/18/22,10,116092,195.55,0,0,0,0,5074,252.45,0,0,1200,85548
12/19/22,16,118146,197.14,0,0,0,0,3764,254.05,0,0,1200,85548
12/20/22,27,124628,206.21,0,0,0,0,4310,250.07,0,0,1200,85548
12/21/22,17,139114,206.07,0,0,0,0,3996,243.38,0,0,1200,85548
12/22/22,22,116037,198.55,0,0,0,0,3799,243.31,0,0,1200,85548
12/23/22,17,124837,211.65,0,0,0,0,4525,248.01,0,0,1200,85548
12/24/22,8,124574,212.31,0,0,0,0,6233,255.3,0,0,1200,85548
12/25/22,5,121647,215.68,0,0,0,0,6250,240.81,0,0,1200,85548
12/26/22,11,111690,211.14,0,0,0,0,6584,249.55,0,0,1200,85548
12/27/22,33,106103,189.57,0,0,0,0,4308,239.56,0,0,1200,85548
12/28/22,19,109075,196.98,0,0,0,0,4752,242.62,0,0,1200,85548
12/29/22,25,120036,212.79,0,0,0,0,4232,234.59,0,0,1200,85548
12/30/22,26,70626,122.89,0,0,0,0,4531,229.76,0,0,1200,85548
12/31/22,17,128922,224.29,0,0,0,0,4540,216.26,0,0,1200,85548
1/1/23,11,111155,226.35,0,0,0,0,6216,297.28,0,0,1200,85548
1/2/23,25,102492,216.81,0,0,0,0,8496,451.71,0,0,1200,85548
1/3/23,29,98120,219.17,0,0,0,0,20706,600.5,0,0,1200,85548
1/4/23,30,111176,214.18,0,0,0,0,11659,538.51,0,0,1200,85548
1/5/23,34,120048,211.96,0,0,0,0,21451,516.72,0,0,1200,85548
1/6/23,40,120290,214.34,0,0,0,0,11805,564.15,0,0,1200,85548
1/7/23,42,118334,208.23,0,0,0,0,15478,631.04,0,0,1200,85548
