time,Google-Brand,Google-Non-Brand,Google-PMAX,Google-Discovery,Google-DemandGen,Bing-Brand,Bing-Non-Brand,Bing-Smart Shopping,Facebook-Prospecting,Facebook-Retargeting,Meta Audience Network Prospecting,Meta Audience Network Retargeting,IG-Prospecting,IG-Retargeting,DV360_DOOH,DV360_Youtube_CTV,"DV360_Youtube_
 Mobile-Desktop",Podcasts,Amazon Display Prospecting,Amazon Display Retargeting,Amazon OTT,Amazon TNF,Amazon Audio,Amazon CTV,Inuvo Display Gaming,Inuvo Display Sports,Inuvo Display Brand,Inuvo Display Conquesting,Inuvo_Display_Outdoor,Inuvo CTV Brand,Inuvo_CTV_Outdoor,Inuvo_CTV_PG_Sports,Inuvo CTV Conquesting,Nexen Display,NEXXEN_CTV,NEXXEN_Audio,Trade Desk Display,Trade Desk OLV,Live Sports Activations,Promo_Var,revenue
2022-12-13,5477.08,358.28,3379.88,229.94,0,0,0,47.96,4412.99,1940.55,1.6,0,0,0,0,0,363.6,0,719.83,1087.63,885.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5613.34,0,0,0.35,314729.38
2022-12-14,5835.07,444.81,4671.05,144.98,0,0,0,17.44,4302.35,1881.03,0,0,0,0,0,0,468.64,0,708.73,1087.62,883.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5322.99,0,0,0.35,308481.91
2022-12-15,10374.68,722.37,5386.05,309.82,0,0,0,28.34,4273.18,1869.92,3.2,0,0,0,0,0,379.76,0,816.92,1068.68,885.06,253597.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7497.61,0,0,0.35,336187.3
2022-12-16,5981.2,747.53,5042.56,217.34,0,0,0,23.98,4445.1,1906.27,0,0,0,0,0,0,266.64,0,816.97,1056.13,884.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6278.24,0,0,0.35,358791.73
2022-12-17,6358.05,1164.07,5265.48,149.06,0,0,0,15.26,4878.78,2034.37,1.6,0,0,0,0,0,460.56,0,768.83,1049.06,890.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696.34,0,0,0.35,324257.41
2022-12-18,4836.38,733.42,4560.61,236.45,0,0,0,19.62,5266.56,2189.13,1.6,0,0,0,0,0,492.88,0,703.57,1050.03,886.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094.08,0,0,0.35,271892.2
2022-12-19,5921.78,846.44,5685.94,275.36,0,0,0,30.52,4977.74,2068.43,3.2,0,0,0,0,0,339.36,0,846.41,1104.42,886.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101.21,0,0,0.35,333323.5
2022-12-20,5891.54,791.5,7215.59,297.09,0,0,0,32.7,4299.3,1941.4,309.1,0,0,0,0,0,460.56,0,702.81,1006.44,884.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681.07,0,0,0.35,309635.69
2022-12-21,5973.56,631.56,6969.19,445.88,0,0,0,10.9,3889.56,1886.22,9.7,0,0,0,0,0,193.92,0,717.11,680.75,883.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6467.74,0,0,0.35,282477.34
2022-12-22,10262.45,625.21,6035.94,656.76,0,0,0,43.6,3888.24,1881.94,8.1,0,0,0,0,0,509.04,0,754.34,657.14,884.45,192956.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6245.17,0,0,0.35,269352.24
2022-12-23,5644.51,517.37,6027.8,571.92,0,0,0,23.98,3902.89,1890.04,0,0,0,0,0,0,638.32,0,632.35,615.75,881.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240.66,0,0,0.35,225846.85
2022-12-24,4477.82,447.7,5704.87,166.73,0,0,0,34.88,3974.6,1927.96,1.6,0,0,0,0,0,614.08,0,567.41,489.31,881.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889.27,0,0,0.35,154292.14
2022-12-25,4979.5,568.67,6223.93,609.02,0,0,0,15.26,4235,2088.14,0,0,0,0,0,0,379.76,0,563.17,475.16,883.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5195.15,0,0,0.35,199268.34
2022-12-26,7720.14,1149.49,8001.7,1164.66,0,0,0,58.86,4023.7,1999.42,1.6,0,0,0,0,0,638.32,0,550.93,479.59,881.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046.57,0,0,0.35,437143.81
2022-12-27,8214.47,957.72,3919.29,579.36,0,0,0,47.96,3933.38,1930.48,1.6,0,0,0,0,0,549.44,0,581.45,458.86,880.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954.41,0,0,0.3,272289.6
2022-12-28,7945.22,703.24,3248.41,447.6,0,0,0,19.62,3440.77,1671.12,1.6,0,0,0,0,0,533.28,0,574.32,442.15,881.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5331.73,0,0,0.3,235318.68
2022-12-29,9588.44,604.08,2974,519.86,0,0,0,15.26,3227.43,1605.94,0,0,0,0,0,0,808,0,2138.26,1279.6,1743.44,230668.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920.82,0,0,0.3,230631.48
2022-12-30,7289.12,728.42,2823.01,372.67,0,0,0,37.06,3390.6,1660.94,1.6,0,0,0,0,0,565.6,0,1891.33,857.28,1325.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105.18,0,0,0.3,228596.68
2022-12-31,7280.89,708.49,2397.51,296.57,0,0,0,19.62,3834.04,1856.13,0,0,0,0,0,0,573.68,0,898.75,450.03,750.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932.12,0,0,0.3,178432.71
2023-01-01,7285.7,661.8,2691.72,344.71,0,0,0,0,3991.35,1933.13,0,816.99,392,158.88,0,0,1171.6,0,899.13,449.98,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343.93,302.91,0,0.3,175132.27
2023-01-02,8797.79,695.67,2774.39,150.37,0,0,0,0,3815.67,1851.56,1.6,609.11,772.35,202.24,0,0,896.88,0,899.17,449.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3782.3,186.29,0,0.3,240610.26
2023-01-03,9128.19,711.77,2741.71,147.77,0,0,0,0,3181.89,1536.99,0,663.5,274.8,95.86,0,0,872.64,0,3035.61,1322.22,1500.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306.16,161.5,0,0.3,238552.8
2023-01-04,9408.73,681.14,3312.1,429.4,0,0,0,0,2872.9,1312.11,4.8,325.86,404.94,135.73,0,0,646.4,0,3801.47,1669.55,2293.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642.65,163.21,0,0.3,247288.53
2023-01-05,7999.64,700.38,4118.25,318.52,0,0,0,0,2894.37,1315.02,1.6,365.31,473.72,118,0,0,549.44,0,3731.49,1689.9,2345.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196.99,202.2,0,0.3,236925.99
2023-01-06,7336.19,666.22,3727.84,192.03,0,0,0,0,2956.95,1330.95,0,406.31,463.24,111.44,0,0,492.88,0,3686.94,1635.53,2355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239.15,169.9,0,0.3,244171.8
2023-01-07,6735.79,651.45,2589.63,193.09,0,0,0,0,3014.05,1364.75,0,502.95,400.46,89.57,0,0,387.84,0,3304.8,1671.04,2322.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744.61,175.52,0,0.3,229207.34
2023-01-08,6565.5,721.99,4271.9,524.11,0,0,0,0,3178.99,1431.09,1.6,332.08,671.68,149.57,0,0,517.12,0,2941.98,1638.17,2363.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.24,197.9,0,0.3,219636.08
2023-01-09,6777.62,700.88,5289.86,321.03,0,0,0,0,3054.77,1378.74,1.6,309.28,620.69,153.44,0,0,404,0,2088.98,1719.17,2024.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911.31,201.28,0,0.3,258492.8
2023-01-10,7321.45,647.31,3270.46,133.24,0,0,0,0,2992.35,1352.59,1.6,395.92,561.63,133.31,0,0,581.76,0,1912.01,1646.12,1497.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281.2,220.87,0,0.3,269056.19
2023-01-11,6803.75,620.88,4421.37,139.3,0,0,0,0,3097.9,1370.86,1.6,374.56,553.14,120.05,0,0,597.92,0,1867.49,1691.17,1463.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987.02,179.75,0,0.3,262257.37
2023-01-12,6586.34,669.22,3316.4,264.06,0,0,0,0,3308.15,1445.47,1.6,425.16,426.05,109.12,0,0,525.2,0,1740,1626.54,1446.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184.76,186.48,0,0.3,256206.57
2023-01-13,5878.67,740.49,3498.91,644.31,0,0,0,0,3600.78,1461.97,3.2,432.29,467.35,106.86,0,0,395.92,0,1206.52,1687.52,1446.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057.58,181.78,0,0.3,263449.11
2023-01-14,6666.87,524.32,4080.33,404.41,0,0,0,0,4248.51,1516.48,3.2,151.84,588.86,167.77,0,0,298.96,0,1045.89,1650.65,1432.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.52,162.42,0,0.3,329564.71
2023-01-15,6101.02,623.54,4201.93,365.88,0,0,0,0,4449.07,1561.99,3.2,174.32,604.59,172.53,0,0,517.12,0,1088.28,1628.5,1445.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847.01,184.46,0,0.3,272115.7
2023-01-16,6427.99,520.36,3814.35,106.23,0,0,0,0,4237.24,1511.4,3.2,67.66,659.1,165.17,0,0,565.6,0,1205.55,1602.67,1258.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914.42,183.68,0,0.3,273812.17
2023-01-17,5673.93,759.86,6330.54,67.47,0,0,0,0,4336.97,1798.27,3.2,106.9,511.99,159.97,0,0,549.44,0,1153.92,1599.26,986.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912.18,149.1,0,0.3,251436.11
2023-01-18,6228.71,948.74,10200.41,608.47,0,0,0,63.22,4741.08,2396.65,1.6,315.92,393.1,156.39,0,0,339.36,0,1008.84,1587.58,984.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721.51,144.05,0,0.3,277045.02
2023-01-19,6914.8,1263.71,7967.85,376.1,0,0,0,28.34,4659.99,2356.35,1.6,245.87,735.08,220.21,0,0,298.96,0,1120.45,1571.15,980.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773.66,162.74,0,0.3,266158.05
2023-01-20,6484.84,870.04,9139.22,356.41,0,0,0,26.16,4835.72,2476.95,1.6,362.5,828.1,244.13,0,0,355.52,0,972.75,1552.21,982.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882.45,167.33,0,0.3,269908.55
2023-01-21,6756.07,810.48,8702.87,11.52,0,0,0,54.5,4978.45,2605.42,0,312.45,923.82,275.11,0,0,428.24,0,925.51,1548.78,989.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334.58,148.49,0,0.3,252640.83
2023-01-22,6451.61,945.6,8744.59,5.51,0,0,0,23.98,5278.03,2665.3,0,316.31,937.45,291.62,0,0,824.16,0,891.84,1566.81,982.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567.62,197.74,0,0.3,248081.23
2023-01-23,6677.23,542.86,8580.34,40.17,0,0,0,39.24,4956.85,2520.09,3.2,371.4,1003.78,266.03,0,0,460.56,0,907.23,1662.97,983.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.51,167.31,0,0.3,276107.01
2023-01-24,6938.17,592.16,3180.3,205.99,0,0,0,21.8,4857.13,2454.36,1.6,455.52,937.02,236.99,0,0,638.32,0,886.53,1543.57,982.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879.33,162.53,0,0.3,271999.74
2023-01-25,6955.39,568.53,10368.3,653.64,0,0,0,6.54,4979.04,2335.93,0,403.31,784.93,463.76,0,0,476.72,0,956.07,1701.7,981.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929.16,362.79,0,0,272768.47
2023-01-26,7100.63,530.31,4191.09,606.62,0,0,0,37.06,5051.48,2352,4.8,503.23,545.73,608.43,0,0,492.88,0,1123.91,1668.52,981.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790.25,395.16,0,0,241456.04
2023-01-27,7064.42,658.71,1825.97,195.94,0,0,0,28.34,5052.27,2336.67,0,701.4,438.45,469.02,0,0,500.96,0,1030.51,1800.48,984.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907.21,411.01,0,0,244208.16
2023-01-28,6413.43,854.16,4718.76,542.27,0,0,0,10.9,5253.24,2399.66,0,695.38,602,633.96,0,0,452.48,0,927.43,1708.64,985.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643.74,375.02,0,0,223779.6
2023-01-29,6233.1,815.86,1303.66,383.32,0,0,0,17.44,5468.23,2554.48,0,907.27,605.64,786.86,0,0,436.32,0,1070.28,1758.28,982.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801.09,405.72,0,0,215362.95
2023-01-30,6807.26,825.54,2743.2,234.02,0,0,0,28.34,5190.67,2435.17,1.6,1091.99,554.48,582.27,0,0,614.08,0,1087.59,1986.89,988.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571.59,411.85,0,0,257202.58
2023-01-31,7773.19,1020.5,2608.67,542.02,0,0,0,30.52,5080.17,2372.91,1.6,533.42,1110.06,965.54,0,0,363.6,0,899.12,1894.01,985.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027.17,499.11,0,0,256939.51
2023-02-01,8499.4,997.72,2203.34,382.96,0,0,0,23.98,5619.87,2734.2,3.2,772.03,529.71,430.67,0,0,484.8,0,1092.04,1888.95,982.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918.43,480.72,0,0.21,423311.4
2023-02-02,7758.72,915.25,2368.42,197.41,0,0,0,28.34,5791.59,2887.47,1.6,739.24,485.15,326.3,0,0,460.56,0,898.78,1851.06,982.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.29,122.94,0,0.21,329795.62
2023-02-03,8040.72,1469.51,3088.71,1073.71,0,0,0,26.16,5944.49,3104.08,0,1091.61,542.2,313.16,0,0,565.6,0,1141.77,1669.33,984.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.69,0,0,0.21,298738.51
2023-02-04,8194.81,1613.79,3105.84,625.43,0,0,0,30.52,6152.24,3210.78,3.2,1094.21,583.35,362.44,0,0,662.56,0,1108.01,1650.29,981.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.64,0,0,0.21,272677.65
2023-02-05,7678.81,1497.82,2575.58,196.54,0,0,0,30.52,6370.04,3234.08,0,1343.09,570.38,288.74,0,0,460.56,0,1066.8,1742.33,983.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.89,0,0,0.21,260717.88
2023-02-06,8408.99,1457.39,3431.29,22.19,0,0,0,34.88,5983.29,3078.43,1.6,1373.91,595.88,250.2,0,0,395.92,0,992.69,1799.2,981.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.67,0,0,0.21,308610.3
2023-02-07,7737.86,1476.05,1396.73,75.88,0,0,0,30.52,5909.19,3098.86,1.6,1541.2,708.88,236.14,0,0,557.52,0,907.71,1260.26,986.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.55,0,0,0.21,284486.13
2023-02-08,7162.21,1784.2,1526.09,354.52,0,0,0,37.06,5665.67,2973.84,4.8,1484.18,951.19,227.41,0,0,476.72,0,824.81,1255.49,980.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.31,0,0,0.21,296162.49
2023-02-09,7212.76,1458.85,2965.8,1031.83,0,0,0,39.24,5854.67,3057.7,6.4,1509.84,649.02,222.28,0,0,614.08,0,1154.36,1153.53,981.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.35,0,0,0.21,297760.08
2023-02-10,7091.16,1401.31,3578.66,358.36,0,0,0,41.42,5953.44,3065.77,1.6,1504.26,896.98,239,0,0,557.52,0,976.91,991.72,984.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.58,0,0,0.21,281697.22
2023-02-11,7723.16,1539.29,3611.75,1052.99,0,0,0,41.42,6193.41,3261.08,1.6,1644.28,595.32,262.29,0,0,573.68,0,954.61,990.69,983.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.26,0,0,0.21,241840.08
2023-02-12,6548.03,1413.03,4917.71,1026.96,0,0,0,19.62,6404.28,3277.91,1.6,799.85,1218.8,564.06,0,0,468.64,0,942.35,814.53,981.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.79,0,0,0.21,227601.91
2023-02-13,7716.05,1149.2,4515.98,314.04,0,0,0,26.16,6026.51,3095.76,17.7,59.12,858.56,554.62,0,0,428.24,0,795.3,740.48,983.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.32,0,0,0.21,262626.64
2023-02-14,6974.33,1416.72,5333.7,184.79,0,0,0,47.96,5974.42,3085.61,8.1,526.22,808.83,480.34,0,0,460.56,0,812.25,754.9,983.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.05,0,0,0.21,272454.07
2023-02-15,7904.63,1365.49,5010.69,0,0,0,0,28.34,4838.85,2188.34,1.6,693.25,472.31,299.46,0,0,484.8,0,920.38,761.48,984.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.42,0,0,0,311441.23
2023-02-16,7304.14,1239.86,4359.46,0,0,0,0,30.52,4866.12,1878.43,1.6,555.63,507.16,292.93,0,0,428.24,0,1206.75,742.94,984.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3,0,0,0,263723.38
2023-02-17,6910.74,1101.22,4129.76,0,0,0,0,45.78,4926.65,1927.11,1.6,604.81,449.72,209.25,0,0,452.48,0,1093.34,733.56,863.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.38,0,0,0,231934.25
2023-02-18,6713.98,527.1,4270.22,0,0,0,0,17.44,4179.06,1633.57,1.6,100.4,625.97,259.7,0,0,614.08,0,393.89,377.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.21,0,0,0.2,281769.82
2023-02-19,6161.99,444,3739.36,0,0,0,0,10.9,3959.13,1621.11,0,130.35,528.97,276.05,0,0,323.2,0,383.86,377.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.26,0,0,0.2,249365.06
2023-02-20,7412.36,491.01,3636.74,0,0,0,0,41.42,3695.17,1537.99,3.2,203.43,775.53,328.36,0,0,783.76,0,382.37,374.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.64,0,0,0.2,264066.32
2023-02-21,6776.07,392.78,4266.56,0,0,0,0,43.6,3661.51,1535.01,1.6,174.14,693.27,335,0,0,395.92,0,379.64,364.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.3,0,0,0.2,247927
2023-02-22,6810.73,382.38,6350.12,0,0,0,0,26.16,3586.54,1500.38,1.6,214.27,651.59,322.55,0,0,565.6,0,473.07,363.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.64,0,0,0.2,242206.28
2023-02-23,6463.44,418.24,2592.28,0,0,0,0,21.8,3555.08,1433.92,0,160.14,814.78,277.89,0,0,420.16,0,467.68,366.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.45,0,0,0.2,238709.67
2023-02-24,6415.67,349.26,2529.82,0,0,0,0,23.98,3678.02,1329.34,1.6,101.27,552.6,179.3,0,0,444.4,0,432.09,364.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.65,0,0,0.2,243194.69
2023-02-25,6152.4,410.52,2806.07,0,0,0,0,26.16,3834.55,1375.82,1.6,118.52,460.87,189.71,0,0,500.96,0,461.33,371.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,0,0,0.2,225083.93
2023-02-26,5853.35,372.65,3414.87,0,0,0,0,21.8,3950.49,1455.99,3.2,141.17,674.49,218.6,0,0,484.8,0,419.46,360.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.69,0,0,0.2,226923.09
2023-02-27,6981.54,390.06,3178.78,0,0,0,0,15.26,3746.09,1404.6,1.6,126.82,552.45,196.83,0,0,371.68,0,450.23,370.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.43,0,0,0.2,268277.82
2023-02-28,7370.76,398.36,2708.36,0,0,0,0,30.52,3634.45,1362.91,1.6,141.92,611.18,185.3,0,0,339.36,0,356.1,354.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0.2,260061.63
2023-03-01,6655.28,115.15,1327.83,0,0,0,0,15.26,3921.23,1350.19,0,427.9,539.53,88.27,0,0,468.64,0,416.04,357.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.24,0,0,0,301906.74
2023-03-02,5255.12,16.51,1310.77,0,0,0,0,23.98,4421.63,1341.32,1.6,495.2,447.18,52.66,0,0,371.68,0,354.6,367.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.46,0,0,0,229918.14
2023-03-03,4800.27,4.5,1362.44,0,0,0,0,39.24,4533.24,1355.98,4.8,545.76,415.88,39.16,0,0,476.72,0,364.85,361.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.93,0,0,0,216865.56
2023-03-04,4638.73,6.29,1216.25,0,0,0,0,21.8,4639.39,1388.6,3.2,731.52,191.8,12.74,0,0,428.24,0,349.92,357.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.15,0,0,0,218441.45
2023-03-05,4165.97,5.1,1416.47,0,0,0,0,26.16,4740.52,1457.47,0,761.87,258.3,16.02,0,0,371.68,0,349.52,356.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.37,0,0,0,209369.49
2023-03-06,4710.62,37.19,1565.03,0,0,0,0,23.98,4573.04,1403.21,1.6,729.92,300.74,15.63,0,0,371.68,0,346.07,370.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.58,0,0,0,233519.93
2023-03-07,4751.95,25.75,1748.74,0,0,0,0,43.6,4593.33,1308.31,1.6,687.84,259.46,9.78,0,0,517.12,0,343.83,344.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.95,0,0,0,256224.85
2023-03-08,4818.56,30.19,1321.58,0,0,0,0,28.34,4679.82,1055.37,1.6,459.28,334.56,8.18,0,0,436.32,0,342.97,377.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.68,0,0,0,239950.62
2023-03-09,5099.86,23.75,1537.98,0,0,0,0,23.98,4679.23,1055.31,0,469.34,276.22,6.17,0,0,436.32,0,343.26,344.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.04,0,0,0,243059.59
2023-03-10,5048.99,23.44,1547.09,0,0,0,0,28.34,4750.77,1062.91,1.6,463.95,237.17,4.44,0,0,290.88,0,340.87,359.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.74,0,0,0,235002.64
2023-03-11,5106.21,36.09,1863.83,0,0,0,0,17.44,5046.38,1109.78,1.6,481.02,320.64,6.09,0,0,395.92,0,338.88,335.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.53,0,0,0,242685.36
2023-03-12,4857.39,45.05,1426.53,0,0,0,0,17.44,5155.07,1152.9,0,487.9,346.73,7.54,0,0,468.64,0,328.59,325.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33,0,0,0,226808.25
2023-03-13,6195.04,32.94,1735.22,0,0,0,0,87.2,4857.98,1091.06,0,470.89,386.88,6.73,0,0,492.88,0,335.5,332.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.37,0,0,0,253618.84
2023-03-14,5843.08,29.39,1689.36,0,0,0,0,23.98,4736.08,1065.78,3.2,465.49,413.3,5.74,0,0,565.6,0,334.4,334.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.04,0,0,0,255058.45
2023-03-15,5773.54,17.24,1658.24,0,0,0,0,6.54,4667.03,1050.67,1.6,65.89,563.21,115.93,0,0,420.16,0,330.86,328.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.65,0,0,0.2,288612.89
2023-03-16,5199.67,36.36,1504.57,0,0,0,0,21.8,4669.86,1057.07,1.6,28.04,702.17,129.3,0,0,428.24,0,329.11,387.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8,0,0,0.2,273585.25
2023-03-17,4896.51,24.91,1351.87,0,0,0,0,23.98,4959.04,1216.29,4.8,33.89,787.74,186.53,0,0,589.84,0,326.24,325.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.64,0,0,0.26,255452.89
2023-03-18,4791.83,20.33,1402.81,0,0,0,0,10.9,5176.48,1328.87,1.6,55.26,958.61,218.01,0,0,476.72,0,325.8,316.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.73,0,0,0.26,227958.43
2023-03-19,4916.94,41.03,1494.46,0,0,0,0,19.62,5494.14,1405.76,1.6,21.53,1432.83,274.95,0,0,606,0,322.22,322.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.32,0,0,0.26,253630.44
2023-03-20,4993.33,45.47,1563.8,0,0,0,0,19.62,5211.43,1342.82,0,29.22,1252.68,263.48,0,0,444.4,0,321.1,362.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.74,0,0,0.26,269641.22
2023-03-21,5116.59,63.64,1812.1,0,0,0,0,23.98,6210.69,1320.24,1.6,38.54,1625.16,236.39,0,0,347.44,0,318.09,307.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.45,0,0,0.26,243402.64
2023-03-22,4905.25,44.33,2107.52,0,0,0,0,37.06,6463.42,1296.76,1.6,45.28,1630.8,228.87,0,0,371.68,0,312.16,303.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.87,0,0,0.33,265566.95
2023-03-23,5837.25,42.47,1579.81,0,0,0,0,32.7,6477.24,1294.5,1.6,78.14,1407.11,216.4,0,0,404,0,379.23,293.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.62,0,0,0.33,256135.79
2023-03-24,5879.91,68.85,1695.53,0,0,0,0,37.06,6551.85,1304.23,0,111.99,1219.43,224.76,0,0,379.76,0,291.16,284.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.19,0,0,0.33,314039.83
2023-03-25,5585.92,69.05,1620.88,0,0,0,0,28.34,6795.92,1345.69,1.6,103.71,1149.02,202.1,0,0,371.68,0,295.93,280.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.97,0,0,0.33,279286.24
2023-03-26,4729.18,37.15,1561.61,0,0,0,0,39.24,6843,1355.83,0,126.6,1454.86,213.94,0,0,404,0,280.93,275.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.24,0,0,0.33,273011.19
2023-03-27,6121.06,28.57,1743.29,0,0,0,0,23.98,4913.5,1294.14,1.6,642.27,492.41,61.96,0,0,404,0,274.97,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1,0,0,0.33,276050.76
