time,lead_created_count,display_impressions,display_spend,ctv_impressions,ctv_spend,olv_impressions,olv_spend,google_ads_impressions,google_ads_spend,meta_impressions,meta_spend,total_revenue,organic_impressions,organic_spend
2025-10-10,20,98083,317.28,11799,308.53,0,0,"35,388",775.08,1653,22.93,24000,207,207
2025-10-11,15,110274,318.53,11089,287.97,0,0,"43,214",886.74,1625,22.9,18000,297,297
2025-10-12,18,85889,319.62,13006,347.93,0,0,"34,792",730.46,900,15.95,21600,289,289
2025-10-13,21,87604,318.03,11900,302.26,0,0,"35,063",760.48,1678,25.03,25200,260,260
2025-10-14,31,78143,319.94,11980,315.25,0,0,"29,857",657.75,1103,18.56,37200,285,285
2025-10-15,19,87336,328.49,11629,306.28,0,0,"31,917",794.44,1023,19.83,22800,253,253
2025-10-16,21,93686,327.87,13063,350.15,0,0,"23,658",811.59,1073,18.52,25200,248,248
2025-10-17,13,98513,328.55,11481,313.55,0,0,"29,685",768.56,1066,18.69,15600,215,215
2025-10-18,23,93966,328.74,11659,320.45,0,0,"42,233",846.02,1426,25.15,27600,277,277
2025-10-19,21,89379,328.56,11913,327.74,0,0,"37,725",907.81,833,19.09,25200,297,297
2025-10-20,14,98283,328.6,11451,318.58,0,0,"29,961",803.74,666,8.67,16800,239,239
2025-10-21,15,91020,327.88,10848,297.23,0,0,"25,532",712.84,1717,21.48,18000,245,245
2025-10-22,18,81686,328.34,12202,359.51,0,0,"31,069",851.15,1586,21.47,21600,235,235
2025-10-23,16,85363,327.99,11643,326.49,0,0,"32,782",758.5,1565,22.52,19200,225,225
2025-10-24,29,94249,329.79,10903,306.16,0,0,"31,032",855.67,970,16.5,34800,217,217
2025-10-25,13,96603,328.41,10634,287.61,0,0,"31,491",607.79,1549,20.38,15600,278,278
2025-10-26,14,101193,328.71,12184,339.68,0,0,"31,000",655.95,1714,26.47,16800,276,276
2025-10-27,18,105685,328.35,13413,375.94,0,0,"29,883",739.72,929,23.52,21600,207,207
2025-10-28,22,105198,328.99,11769,329.43,0,0,"29,197",745.5,800,12.25,26400,216,216
2025-10-29,16,93059,327.49,12669,358.84,0,0,"32,296",798.09,992,18.05,19200,191,191
2025-10-30,25,98839,328.33,14556,423.17,0,0,"27,843",652.86,1406,19.78,30000,215,215
2025-10-31,14,84982,318.34,16567,487.76,0,0,"29,091",576.56,1900-01-00,1900-01-00,16800,163,163
2025-11-01,10,93100,332.52,11178,305.87,0,0,"33,948",729.5,1900-01-00,1900-01-00,12000,218,218
2025-11-02,18,91640,334.38,12062,332.41,0,0,"38,206",840.99,1900-01-00,1900-01-00,21600,195,195
2025-11-03,22,48122,205.29,14647,373.06,0,0,"14,078",373.41,1900-01-00,1900-01-00,26400,117,117
2025-11-04,19,26950,153.58,18268,493.63,0,0,"10,599",195.76,1900-01-00,1900-01-00,22800,118,118
2025-11-05,8,37622,153.94,17406,472.62,0,0,"6,591",129.88,1900-01-00,1900-01-00,9600,253,253
2025-11-06,13,34436,154.26,17675,479.56,0,0,"14,149",202.22,1900-01-00,1900-01-00,15600,242,242
2025-11-07,21,38399,154.05,18924,519.09,0,0,"11,398",201.92,1900-01-00,1900-01-00,25200,227,227
2025-11-08,10,43731,155.96,16915,470.63,0,0,"9,524",173.45,1900-01-00,1900-01-00,12000,351,351
2025-11-09,12,40761,154.52,18141,490.89,0,0,"10,816",170.32,1900-01-00,1900-01-00,14400,341,341
2025-11-10,26,45751,155.99,19508,528.09,0,0,"5,983",203,1900-01-00,1900-01-00,31200,243,243
2025-11-11,10,40944,153.76,18671,491.84,0,0,"8,079",195.22,1900-01-00,1900-01-00,12000,209,209
2025-11-12,13,42526,154.16,15660,473.96,0,0,"8,008",170.16,1900-01-00,1900-01-00,15600,312,312
2025-11-13,13,41982,153.88,18145,514.4,0,0,"7,361",137.46,1900-01-00,1900-01-00,15600,379,379
2025-11-14,11,39882,153.81,17410,493.6,0,0,"7,640",141.67,1900-01-00,1900-01-00,13200,317,317
2025-11-15,11,48787,153.24,17720,560.28,0,0,"7,366",158.24,1900-01-00,1900-01-00,13200,300,300
2025-11-16,19,42644,153.63,17978,515.77,0,0,"7,374",129.67,1900-01-00,1900-01-00,22800,359,359
2025-11-17,13,40962,153.01,17129,479.42,0,0,"4,495",157.73,1900-01-00,1900-01-00,15600,382,382
2025-11-18,17,43310,152.87,17625,528.74,0,0,"6,480",151.07,1900-01-00,1900-01-00,20400,291,291
2025-11-19,15,57174,153.86,17625,527.05,0,0,"4,678",133.65,1900-01-00,1900-01-00,18000,374,374
2025-11-20,13,44733,153.65,17021,495.28,0,0,"6,792",131.04,1900-01-00,1900-01-00,15600,404,404
2025-11-21,14,42190,154.79,16152,493.5,0,0,"6,468",109.08,1900-01-00,1900-01-00,16800,387,387
2025-11-22,16,49005,152.87,17342,495.78,0,0,"8,244",219.01,1900-01-00,1900-01-00,19200,422,422
2025-11-23,12,48794,154.08,17686,529.64,0,0,"5,724",137.52,1900-01-00,1900-01-00,14400,387,387
2025-11-24,17,53256,151.8,17743,528.01,0,0,"4,336",127.26,1900-01-00,1900-01-00,20400,376,376
2025-11-25,13,68701,153.44,18019,538.33,0,0,"5,058",126.66,1900-01-00,1900-01-00,15600,340,340
2025-11-26,14,51417,152.28,17392,533.05,0,0,"4,905",146.57,1900-01-00,1900-01-00,16800,335,335
2025-11-27,9,45504,153.81,18457,551.7,0,0,"3,839",93.51,1900-01-00,1900-01-00,10800,403,403
2025-11-28,10,62480,153.78,18473,553.21,0,0,"3,750",172.4,1900-01-00,1900-01-00,12000,325,325
2025-11-29,15,78616,152.56,19391,572.61,0,0,"5,645",158.99,1900-01-00,1900-01-00,18000,397,397
2025-11-30,12,59062,130.41,21683,643.46,0,0,"4,766",108.34,1900-01-00,1900-01-00,14400,341,341
2025-12-01,15,56552,136.25,15555,454.21,0,0,"3,780",128.49,1900-01-00,1900-01-00,18000,334,334
2025-12-02,13,70084,162.61,14319,439.08,0,0,"3,836",126.8,1900-01-00,1900-01-00,15600,298,298
2025-12-03,15,50446,163.37,15337,465.14,0,0,"5,078",131.29,1900-01-00,1900-01-00,18000,314,314
2025-12-04,20,70572,162.38,16261,494.49,0,0,"3,767",103.51,1900-01-00,1900-01-00,24000,346,346
2025-12-05,9,57006,162.54,15072,455.04,0,0,"6,570",124.95,1900-01-00,1900-01-00,10800,229,229
2025-12-06,12,59476,162.39,15659,477.96,0,0,"6,302",128.42,1900-01-00,1900-01-00,14400,304,304
2025-12-07,17,46342,162.49,15110,453.24,0,0,"5,814",162.81,1900-01-00,1900-01-00,20400,372,372
2025-12-08,15,43227,162.29,14344,444.19,0,0,"4,786",106.47,1900-01-00,1900-01-00,18000,379,379
2025-12-09,19,52823,162.32,15073,470.21,0,0,"6,337",145.5,1900-01-00,1900-01-00,22800,334,334
2025-12-10,17,81510,164.7,14341,442.03,0,0,"6,804",160.66,1900-01-00,1900-01-00,20400,317,317
2025-12-11,11,65146,161.9,15587,466.69,0,0,"2,943",117.97,1900-01-00,1900-01-00,13200,414,414
2025-12-12,13,46976,162.13,16006,468.77,0,0,"5,279",108.23,1900-01-00,1900-01-00,15600,337,337
2025-12-13,14,51328,161.8,17431,473.81,0,0,"6,477",141.19,1900-01-00,1900-01-00,16800,413,413
2025-12-14,13,41609,161.91,17950,497.98,0,0,"6,478",135.4,1900-01-00,1900-01-00,15600,420,420
2025-12-15,16,70431,161.98,18232,499.57,0,0,"5,219",137.25,1900-01-00,1900-01-00,19200,350,350
2025-12-16,8,54925,162.01,17981,490.33,0,0,"4,346",128.21,1900-01-00,1900-01-00,9600,353,353
2025-12-17,11,52936,162.37,17194,465.83,0,0,"2,901",78.57,1900-01-00,1900-01-00,13200,345,345
2025-12-18,8,55567,162.63,17883,487.67,0,0,"6,493",165.45,1900-01-00,1900-01-00,9600,418,418
2025-12-19,15,51827,162.1,18600,508.58,0,0,"4,153",121.84,1900-01-00,1900-01-00,18000,292,292
2025-12-20,11,48577,161.83,18512,507.07,0,0,"6,092",107.76,1900-01-00,1900-01-00,13200,389,389
2025-12-21,11,37664,162.24,18620,507.49,0,0,"6,376",124.9,1900-01-00,1900-01-00,13200,356,356
2025-12-22,6,59460,162.95,18749,516.92,0,0,"4,449",128.09,1900-01-00,1900-01-00,7200,366,366
2025-12-23,16,52080,161.49,18492,506.88,0,0,"5,705",102.39,1900-01-00,1900-01-00,19200,341,341
2025-12-24,6,53827,162.89,18357,506.37,0,0,"7,477",161.87,1900-01-00,1900-01-00,7200,344,344
2025-12-25,6,51365,161.81,18429,498.55,0,0,"4,908",105.09,1900-01-00,1900-01-00,7200,382,382
2025-12-26,11,45888,161.58,17420,473.13,0,0,"4,572",131.62,1900-01-00,1900-01-00,13200,356,356
2025-12-27,12,44293,161.68,18005,495.81,0,0,"5,771",123.13,1900-01-00,1900-01-00,14400,465,465
2025-12-28,16,49955,161.16,18148,485.71,0,0,"5,198",108.12,1900-01-00,1900-01-00,19200,411,411
2025-12-29,21,48125,163.12,18473,511.54,0,0,"4,759",128.54,1900-01-00,1900-01-00,25200,380,380
2025-12-30,14,49133,160.99,17712,501.02,0,0,"4,071",105.48,1900-01-00,1900-01-00,16800,397,397
2025-12-31,18,44234,158.73,18637,534.57,0,0,"3,948",89.6,1900-01-00,1900-01-00,21600,461,461
2026-01-01,23,294337,316.8,45528,958.5,0,0,"6,341",211.88,1900-01-00,1900-01-00,27600,479,479
2026-01-02,42,164131,227.28,16945,364.82,0,0,"16,065",1092.3,1900-01-00,1900-01-00,50400,426,426
2026-01-03,47,200443,346.61,0,0,0,0,"15,566",710.99,1900-01-00,1900-01-00,56400,498,498
2026-01-04,26,128507,306.93,74,3.99,0,0,"12,730",665.37,1900-01-00,1900-01-00,31200,438,438
2026-01-05,36,207748,673.94,43977,1970.83,0,0,"9,113",617.06,1900-01-00,1900-01-00,43200,431,431
2026-01-06,32,215285,734.03,55028,2193.96,0,0,"9,939",635.24,1900-01-00,1900-01-00,38400,425,425
2026-01-07,46,215021,723.19,52907,1752.25,14916,202.54,"12,980",741.99,1900-01-00,1900-01-00,55200,456,456
2026-01-08,25,209909,731.74,59890,2073.34,17532,219.02,"11,563",619.14,1900-01-00,1900-01-00,30000,468,468
2026-01-09,32,195400,768.79,59725,2169.2,40141,386.19,"11,505",584.94,1900-01-00,1900-01-00,38400,480,480
2026-01-10,40,173358,703.75,56294,1970.13,33187,374.25,"10,085",623.3,1900-01-00,1900-01-00,48000,537,537
2026-01-11,30,194606,769.18,62932,2109.44,33643,381.14,"13,607",693.81,1900-01-00,1900-01-00,36000,512,512
2026-01-12,47,188661,687.93,57329,2000.15,30180,351.36,"12,220",630.1,1900-01-00,1900-01-00,56400,526,526
2026-01-13,36,207653,733.4,58846,2085.98,32714,372.37,"9,828",551.29,1900-01-00,1900-01-00,43200,533,533
2026-01-14,37,195488,733.14,57829,2061.96,32827,352.67,"11,268",638.55,1900-01-00,1900-01-00,44400,518,518
2026-01-15,38,182458,735.86,45456,1539.73,33332,375.69,"12,482",744.47,2607,50.14,45600,572,572
2026-01-16,27,173406,733.58,38140,1307.79,33160,367.66,"11,026",603.83,3247,46.21,32400,519,519
2026-01-17,47,173332,747.34,37079,1267.61,30670,361,"15,714",704.4,6186,110.55,56400,582,582
2026-01-18,39,177448,745.39,37962,1304.24,30129,363.89,"11,809",594.45,4935,89.75,46800,609,609
2026-01-19,29,167280,696.29,39826,1393.91,31603,350.7,"11,029",561.71,2970,52.22,34800,568,568
2026-01-20,32,179779,751.28,37820,1295.58,31061,374.16,"10,816",520.81,3866,61.13,38400,540,540
2026-01-21,26,182481,714.59,38362,1301.29,31159,351.39,"9,759",489.15,3549,60.35,31200,546,546
2026-01-22,26,188570,742.91,49002,1732.93,33391,368.99,"10,993",810.98,7673,139.05,31200,595,595
2026-01-23,23,220715,746.05,67618,2328.81,32343,366.19,"18,799",964.53,34388,625.45,27600,449,449
2026-01-24,30,271910,768.93,89435,3386.82,30777,353.98,"19,391",906.81,9897,209.75,36000,641,641
2026-01-25,32,283180,796.49,83715,3154.53,33126,384.28,"16,254",895.64,28988,344.22,38400,563,563
2026-01-26,34,345613,1043.49,87883,3294.22,42032,491.26,"18,709",762.62,23766,521.72,40800,537,537
2026-01-27,36,344625,1063.71,87686,3293.31,53378,621.25,"16,753",754.35,29189,484.53,43200,508,508
2026-01-28,39,395215,1099.36,100232,3732.9,50671,729.82,"9,114",482.74,48550,787.54,46800,585,585
2026-01-29,22,358949,1067.16,95119,3681.71,48830,699.63,"11,573",490.8,56470,840.62,26400,608,608
2026-01-30,38,398257,1073.45,100330,3843.3,44691,630.41,"13,260",526.15,53425,789.14,45600,485,485
2026-01-31,37,384080,1082.67,87755,3440.07,49268,682.72,"12,961",549.17,72133,896.83,44400,683,683
2026-02-01,39,352558,1010.24,84240,3308.4,38837,493.35,"14,833",655.63,76602,1001.57,46800,624,624
2026-02-02,24,350300,948.32,83820,3322.49,31730,347.34,"12,048",556.67,64471,819.04,28800,645,645
2026-02-03,36,281611,735.59,67942,2579.01,29227,340.65,"14,571",640.64,40063,587.13,43200,630,630
2026-02-04,37,253089,576.59,43224,1569.25,26273,283.63,"13,252",591.71,13156,191.52,44400,636,636
2026-02-05,32,221394,541.12,41763,1449.53,24872,300.79,"13,252",582.19,14435,194.44,38400,727,727
2026-02-06,35,216741,580.28,43672,1541.17,24963,302.16,"15,464",539.92,13238,204.72,42000,594,594
2026-02-07,43,178818,516.41,41169,1390.86,23137,293.59,"17,035",640.51,13597,173.46,51600,824,824
2026-02-08,35,197556,577.14,41076,1480.1,24081,305.71,"13,726",547.31,13560,215.86,42000,734,734
2026-02-09,35,188643,521.94,41726,1492.08,22892,289.76,"13,156",656.1,12437,205.41,42000,777,777
2026-02-10,24,183617,541.17,40543,1462.97,24660,310.44,"11,437",610.71,12255,193.89,28800,707,707
2026-02-11,26,188098,560.85,38557,1411.67,20616,272.57,"14,921",673.28,10885,172.07,31200,823,823
2026-02-12,32,176323,563.08,42597,1421.04,26202,297.73,"15,392",623.53,11842,200.55,38400,755,755
2026-02-13,22,170907,558.58,42923,1509.08,27037,302.69,"11,631",490.12,4700,109.78,26400,476,476
2026-02-14,20,156515,524.98,44281,1518,26089,293.14,"9,157",615.9,3634,78.04,24000,914,914
2026-02-15,19,179007,617.26,48591,1590.63,26844,314.44,"9,217",657.68,4559,122.21,22800,842,842
2026-02-16,33,160681,511.86,44241,1485.51,25552,280.91,"8,349",497.93,3763,99.15,39600,806,806
2026-02-17,31,165467,565.37,47819,1562.19,25956,313.7,"8,323",472.6,3814,90.26,37200,769,769
2026-02-18,36,179357,567.71,41005,1401.41,28974,293.44,"10,838",519.86,4100,91.75,43200,756,756
2026-02-19,49,166292,548.39,48097,1636.21,22212,290.68,"10,096",835.05,4564,96.16,58800,809,809
2026-02-20,28,170953,573.21,45416,1489.67,31386,273.6,"9,343",514.71,5778,115.57,33600,710,710
2026-02-21,57,171833,545.25,44102,1483.24,24448,268.04,"11,967",579.77,4030,80.14,68400,900,900
2026-02-22,42,181587,594.74,44833,1505.96,28857,284.61,"11,708",613.47,4961,103.92,50400,769,769
2026-02-23,48,175399,544.77,45013,1518.98,21682,214.1,"7,559",580.16,5876,95.04,57600,829,829
2026-02-24,49,170506,561.83,39430,1407.38,17421,190.4,"7,228",568.08,6049,83.91,58800,745,745
2026-02-25,54,191579,601.76,45657,1818.26,8125,112.27,"7,716",622.93,6722,101.8,64800,736,736
2026-02-26,41,223126,596.56,42831,1712.07,8096,112.39,"9,429",847.94,3645,52.51,49200,778,778
2026-02-27,54,232412,689.54,43699,1771.71,9125,126.28,"11,434",864.53,2952,36.49,64800,654,654
2026-02-28,53,200274,585.12,44022,1664.27,8081,111.67,"12,214",931.86,4095,38.86,63600,865,865
2026-03-01,57,183404,598.99,48430,1864.18,8182,113.16,"8,736",899.47,3886,49.65,68400,756,756
2026-03-02,64,166255,539.01,46267,1769.75,8165,112.75,"9,756",905.23,3975,53.51,76800,715,715
2026-03-03,54,173229,592.69,47853,1905.45,8047,111.4,"10,946",901.93,4123,50.65,64800,549,549
2026-03-04,61,150888,531.22,44282,1688.05,8100,112.37,"10,817",912.72,2972,36.72,73200,617,617
2026-03-05,69,126418,505.99,43440,1793.3,8094,112.2,"9,826",924.06,2373,25.59,82800,684,684
2026-03-06,62,127659,578.14,49229,1863.75,8085,111.59,"8,709",752.98,1842,22.18,74400,522,522
2026-03-07,77,129525,500.81,48254,1696.8,62196,111.24,"11,156",1079.83,4119,37.58,92400,771,771
2026-03-08,87,170826,536.93,47101,1751.21,29619,111.55,"9,067",879.67,4481,50.31,104400,593,593
2026-03-09,78,127716,474.1,45722,1759.9,22583,111.64,"9,476",856.76,3893,44.57,93600,589,589
2026-03-10,62,132429,578.44,38086,1476.9,27100,111.23,"7,742",773.52,6607,80.03,74400,525,525
2026-03-11,77,125565,503.13,29678,998.97,21578,111.19,"8,448",910.42,12441,125.07,92400,573,573
2026-03-12,70,131059,573.19,26983,899.8,36023,111.33,"10,335",1093.68,11135,108.93,84000,570,570
2026-03-13,62,133620,541.56,27484,906.75,32000,111.37,"8,151",779.87,11788,108.67,74400,482,482
2026-03-14,56,148801,507.82,28949,911.98,21426,111.3,"9,188",908.25,12608,118.69,67200,609,609
2026-03-15,65,154458,570.3,28961,898.33,10205,111.98,"9,039",892.89,13378,138.32,78000,506,506
2026-03-16,63,120446,524.26,28444,908.1,9249,111.49,"8,623",792.06,10197,119.19,75600,471,471
2026-03-17,62,143950,574.05,30626,948.08,35895,113.88,"8,164",683.24,9911,111.45,74400,467,467
2026-03-18,65,136756,519.37,28818,908.54,39513,111.48,"8,859",820.56,6897,106.54,78000,427,427
2026-03-19,65,130325,551.44,29157,932.79,20094,111.36,"10,690",1124.41,6022,107.23,78000,438,438
2026-03-20,60,149012,582.96,31388,1156.49,16181,111.79,"7,734",859.43,6550,112.75,72000,333,333
2026-03-21,62,178759,548.58,61033,2146.74,9552,111.05,"8,332",885.56,5179,98.77,74400,470,470
2026-03-22,64,178546,569.35,62269,2039.43,12642,105.85,"8,132",916.69,5164,109.15,76800,428,428
2026-03-23,61,134320,552.2,86926,3169.92,11943,112.68,"8,766",910.23,8418,130.93,73200,432,432
2026-03-24,78,137242,584.51,71327,2779.68,13563,111.11,"8,023",839.17,7784,121.6,93600,383,383
2026-03-25,61,127890,567.04,80697,2900.92,13483,114.07,"7,030",743.94,8582,114.03,73200,395,395
2026-03-26,50,142078,596.88,77482,2943.93,16181,111.79,"8,917",962.45,6445,92.84,60000,452,452
2026-03-27,53,141713,594.33,57588,1898.54,9552,111.05,"7,798",832.27,5646,90.08,63600,323,323
2026-03-28,71,217625,598.8,29804,922.54,12642,105.85,"7,495",751.39,7691,105.1,85200,441,441
2026-03-29,70,271567,651.85,28172,920.97,11943,112.68,"6,810",725.33,6717,113.58,84000,386,386
2026-03-30,96,141282,498.99,28132,934.63,13563,111.11,"7,270",746.19,8043,124.96,115200,361,361
2026-03-31,70,147683,600.28,28900,957.54,13483,114.07,"8,400",997.39,7720,121.86,84000,339,339
