time,lead_created_count,display_impressions, display_spend ,ctv_impressions, ctv_spend ,olv_impressions, olv_spend ,brandedsearch_impressions, brandedsearch_spend , nonbrandedsearch_impressions , nonbrandedsearch_spend ,pmax_impressions, pmax_spend , meta_impressions , meta_spend ,avg_lead_value,organic_impressions_search_console
2021-10-19,38,0,0,0,0,0,0,225,12.22,14891,164.35,0,0,0,0,1200,85548
2021-10-20,40,0,0,0,0,0,0,236,14.8,16335,191.34,0,0,0,0,1200,85548
2021-10-21,29,0,0,0,0,0,0,280,15.75,16938,183.25,0,0,0,0,1200,85548
2021-10-22,24,0,0,0,0,0,0,338,18.34,14963,158.57,0,0,0,0,1200,85548
2021-10-23,18,0,0,0,0,0,0,250,13.35,18017,208.79,0,0,0,0,1200,85548
2021-10-24,31,0,0,0,0,0,0,247,13.53,16619,181.9,0,0,0,0,1200,85548
2021-10-25,40,0,0,0,0,0,0,308,15.67,13034,134.07,0,0,0,0,1200,85548
2021-10-26,41,0,0,0,0,0,0,245,10.36,15718,175.56,0,0,0,0,1200,85548
2021-10-27,27,0,0,0,0,0,0,282,16.72,14023,185.22,0,0,0,0,1200,85548
2021-10-28,35,0,0,0,0,0,0,218,11.74,13355,139.23,0,0,0,0,1200,85548
2021-10-29,27,0,0,0,0,0,0,195,8.65,16518,163.54,0,0,0,0,1200,85548
2021-10-30,26,0,0,0,0,0,0,256,17.18,19299,219.73,0,0,0,0,1200,85548
2021-10-31,20,0,0,0,0,0,0,261,14.76,13396,140.47,0,0,0,0,1200,85548
2021-11-01,21,0,0,0,0,0,0,241,17.95,16276,190.03,0,0,0,0,1200,85548
2021-11-02,22,0,0,0,0,0,0,286,10.16,16485,196.6,0,0,0,0,1200,85548
2021-11-03,25,0,0,0,0,0,0,375,18.7,15663,163.96,0,0,0,0,1200,85548
2021-11-04,28,0,0,0,0,0,0,306,18.44,18831,223.55,0,0,0,0,1200,85548
2021-11-05,24,0,0,0,0,0,0,253,14.69,11796,144.45,0,0,0,0,1200,85548
2021-11-06,19,0,0,0,0,0,0,331,13.27,16890,189.16,0,0,0,0,1200,85548
2021-11-07,26,0,0,0,0,0,0,317,16.53,17227,194.45,0,0,0,0,1200,85548
2021-11-08,39,0,0,0,0,0,0,285,16.76,13147,147.99,0,0,0,0,1200,85548
2021-11-09,33,0,0,0,0,0,0,206,16.4,14303,162.75,0,0,0,0,1200,85548
2021-11-10,30,0,0,0,0,0,0,238,12.01,15384,187.28,0,0,0,0,1200,85548
2021-11-11,28,0,0,0,0,0,0,287,13.54,15671,183.84,0,0,0,0,1200,85548
2021-11-12,20,0,0,0,0,0,0,276,13.05,16585,197.1,0,0,0,0,1200,85548
2021-11-13,33,0,0,0,0,0,0,283,16.22,17990,223.96,0,0,0,0,1200,85548
2021-11-14,29,0,0,0,0,0,0,283,14.81,19393,248.12,0,0,0,0,1200,85548
2021-11-15,37,0,0,0,0,0,0,290,16.26,13315,167.28,0,0,0,0,1200,85548
2021-11-16,30,0,0,0,0,0,0,280,16.45,16786,210.47,0,0,0,0,1200,85548
2021-11-17,36,0,0,0,0,0,0,238,12.73,15557,179.11,0,0,0,0,1200,85548
2021-11-18,31,0,0,0,0,0,0,245,14.09,15277,180.49,0,0,0,0,1200,85548
2021-11-19,17,0,0,0,0,0,0,324,15.48,11158,115.49,0,0,0,0,1200,85548
2021-11-20,18,0,0,0,0,0,0,300,15.46,12832,195.67,0,0,0,0,1200,85548
2021-11-21,24,0,0,0,0,0,0,269,18.72,15303,200.28,0,0,0,0,1200,85548
2021-11-22,27,0,0,0,0,0,0,256,13.54,12395,174.37,0,0,0,0,1200,85548
2021-11-23,28,0,0,0,0,0,0,240,11.95,12574,176.51,0,0,0,0,1200,85548
2021-11-24,23,0,0,0,0,0,0,199,14.29,11698,147.81,0,0,0,0,1200,85548
2021-11-25,15,0,0,0,0,0,0,157,11.27,13481,206.24,0,0,0,0,1200,85548
2021-11-26,20,0,0,0,0,0,0,230,20.96,15639,227.54,0,0,0,0,1200,85548
2021-11-27,25,0,0,0,0,0,0,261,18.18,11652,194.29,0,0,0,0,1200,85548
2021-11-28,30,0,0,0,0,0,0,222,16.84,11550,162.13,0,0,0,0,1200,85548
2021-11-29,32,0,0,0,0,0,0,200,16.51,10737,155.24,0,0,0,0,1200,85548
2021-11-30,34,0,0,0,0,0,0,197,9.87,11073,185.98,0,0,0,0,1200,85548
2021-12-01,27,0,0,0,0,0,0,281,18,14696,201.18,0,0,0,0,1200,85548
2021-12-02,32,0,0,0,0,0,0,310,17.02,14679,208.71,0,0,0,0,1200,85548
2021-12-03,26,0,0,0,0,0,0,271,14.25,13116,185.29,0,0,0,0,1200,85548
2021-12-04,23,0,0,0,0,0,0,263,14.77,14125,194.44,0,0,0,0,1200,85548
2021-12-05,33,0,0,0,0,0,0,214,15.45,13031,182.89,0,0,0,0,1200,85548
2021-12-06,30,0,0,0,0,0,0,227,11.37,12151,172.47,0,0,0,0,1200,85548
2021-12-07,30,0,0,0,0,0,0,273,16.09,14577,184.59,0,0,0,0,1200,85548
2021-12-08,33,0,0,0,0,0,0,309,15.1,14542,201.78,0,0,0,0,1200,85548
2021-12-09,24,0,0,0,0,0,0,253,19.88,14360,194.56,0,0,0,0,1200,85548
2021-12-10,19,0,0,0,0,0,0,200,13,13915,185.22,0,0,0,0,1200,85548
2021-12-11,15,0,0,0,0,0,0,189,17.91,14015,198.47,0,0,0,0,1200,85548
2021-12-12,24,0,0,0,0,0,0,226,13.99,14714,174.05,0,0,0,0,1200,85548
2021-12-13,27,0,0,0,0,0,0,264,16.18,14829,191.77,0,0,0,0,1200,85548
2021-12-14,31,0,0,0,0,0,0,267,17.34,15547,208.99,0,0,0,0,1200,85548
2021-12-15,21,0,0,0,0,0,0,228,16.05,15723,177.09,0,0,0,0,1200,85548
2021-12-16,13,0,0,0,0,0,0,192,12.18,16120,214.29,0,0,0,0,1200,85548
2021-12-17,12,0,0,0,0,0,0,272,19.09,11799,131.12,0,0,0,0,1200,85548
2021-12-18,14,0,0,0,0,0,0,163,11.23,11778,150.17,0,0,0,0,1200,85548
2021-12-19,18,0,0,0,0,0,0,216,16.8,12925,179.47,0,0,0,0,1200,85548
2021-12-20,26,0,0,0,0,0,0,245,16.63,12465,177.56,0,0,0,0,1200,85548
2021-12-21,28,0,0,0,0,0,0,190,12.4,13460,177.71,0,0,0,0,1200,85548
2021-12-22,20,0,0,0,0,0,0,169,11.97,12915,137.1,0,0,0,0,1200,85548
2021-12-23,12,0,0,0,0,0,0,124,10.49,13923,183.08,0,0,0,0,1200,85548
2021-12-24,14,0,0,0,0,0,0,169,9.85,13051,168.01,0,0,0,0,1200,85548
2021-12-25,7,0,0,0,0,0,0,239,18.71,14695,194.33,0,0,0,0,1200,85548
2021-12-26,17,0,0,0,0,0,0,177,15.37,15994,182.84,0,0,0,0,1200,85548
2021-12-27,15,0,0,0,0,0,0,253,15.76,15372,169.48,0,0,0,0,1200,85548
2021-12-28,24,0,0,0,0,0,0,236,15.79,14284,184.42,0,0,0,0,1200,85548
2021-12-29,34,0,0,0,0,0,0,200,13.52,12282,144.16,0,0,0,0,1200,85548
2021-12-30,31,0,0,0,0,0,0,188,10.57,12415,150.8,0,0,0,0,1200,85548
2021-12-31,35,0,0,0,0,0,0,101,6.3,9696,103.51,0,0,0,0,1200,85548
2022-01-01,20,0,0,0,0,0,0,160,15.27,15483,198.79,0,0,0,0,1200,85548
2022-01-02,26,0,0,0,0,0,0,264,14.15,14910,197.83,0,0,0,0,1200,85548
2022-01-03,44,0,0,0,0,0,0,549,44.05,21665,289.35,0,0,0,0,1200,85548
2022-01-04,36,0,0,0,0,0,0,375,29.64,27150,337.84,0,0,0,0,1200,85548
2022-01-05,38,0,0,0,0,0,0,452,38.89,37389,417.09,0,0,0,0,1200,85548
2022-01-06,34,0,0,0,0,0,0,346,28.9,32954,374.39,0,0,0,0,1200,85548
2022-01-07,35,0,0,0,0,0,0,390,33.53,27573,419.54,0,0,0,0,1200,85548
2022-01-08,49,0,0,0,0,0,0,398,35.54,31674,397.21,0,0,0,0,1200,85548
2022-01-09,62,0,0,0,0,0,0,395,34.57,43300,456.71,0,0,0,0,1200,85548
2022-01-10,49,0,0,0,0,0,0,556,38.88,30170,309.07,0,0,0,0,1200,85548
2022-01-11,39,0,0,0,0,0,0,539,45.63,31448,452.21,0,0,0,0,1200,85548
2022-01-12,38,0,0,0,0,0,0,610,48.11,27493,331.49,0,0,0,0,1200,85548
2022-01-13,40,0,0,0,0,0,0,519,38.43,29943,398.33,0,0,0,0,1200,85548
2022-01-14,44,0,0,0,0,0,0,299,19.06,24901,266.55,0,0,0,0,1200,85548
2022-01-15,29,0,0,0,0,0,0,317,26.7,30692,461.03,0,0,0,0,1200,85548
2022-01-16,37,0,0,0,0,0,0,415,37.62,25860,305.01,0,0,0,0,1200,85548
2022-01-17,55,0,0,0,0,0,0,445,29.9,29570,363.96,0,0,0,0,1200,85548
2022-01-18,47,0,0,0,0,0,0,463,36.92,26398,335.9,0,0,0,0,1200,85548
2022-01-19,39,0,0,0,0,0,0,461,37.11,32020,447.43,0,0,0,0,1200,85548
2022-01-20,41,0,0,0,0,0,0,454,34.84,29345,326.05,0,0,0,0,1200,85548
2022-01-21,32,0,0,0,0,0,0,365,24.59,28637,415.48,0,0,0,0,1200,85548
2022-01-22,44,0,0,0,0,0,0,388,36.19,23652,313.75,0,0,0,0,1200,85548
2022-01-23,55,0,0,0,0,0,0,453,30.4,31330,399.64,0,0,0,0,1200,85548
2022-01-24,59,0,0,0,0,0,0,521,43.13,18559,249.67,0,0,0,0,1200,85548
2022-01-25,55,0,0,0,0,0,0,453,28.1,39992,462.47,0,0,0,0,1200,85548
2022-01-26,48,0,0,0,0,0,0,486,37.2,33577,330.05,0,0,0,0,1200,85548
2022-01-27,48,0,0,0,0,0,0,602,41.53,39271,441.22,0,0,0,0,1200,85548
2022-01-28,36,0,0,0,0,0,0,349,29.38,32160,344.47,0,0,0,0,1200,85548
2022-01-29,49,0,0,0,0,0,0,399,35.41,33013,411.36,0,0,0,0,1200,85548
2022-01-30,60,0,0,0,0,0,0,451,35.75,26535,263.77,0,0,0,0,1200,85548
2022-01-31,65,0,0,0,0,0,0,387,26.97,35252,356.67,0,0,0,0,1200,85548
2022-02-01,50,0,0,0,0,0,0,518,46.7,38632,417.82,0,0,0,0,1200,85548
2022-02-02,53,0,0,0,0,0,0,422,41.78,41597,421.34,0,0,0,0,1200,85548
2022-02-03,58,0,0,0,0,0,0,459,33.51,45089,460.91,0,0,0,0,1200,85548
2022-02-04,39,0,0,0,0,0,0,405,40.07,37065,392.16,0,0,0,0,1200,85548
2022-02-05,48,0,0,0,0,0,0,559,52.23,37422,416.2,0,0,0,0,1200,85548
2022-02-06,60,0,0,0,0,0,0,488,37.7,38938,395.1,0,0,0,0,1200,85548
2022-02-07,51,0,0,0,0,0,0,473,32.36,33400,362.8,0,0,0,0,1200,85548
2022-02-08,45,0,0,0,0,0,0,658,35.48,37383,399.4,0,0,0,0,1200,85548
2022-02-09,64,0,0,0,0,0,0,492,37.31,38997,453.91,0,0,0,0,1200,85548
2022-02-10,49,0,0,0,0,0,0,547,37.68,38175,425.14,0,0,0,0,1200,85548
2022-02-11,53,0,0,0,0,0,0,507,42.55,35427,364.16,0,0,0,0,1200,85548
2022-02-12,50,0,0,0,0,0,0,371,31.87,40303,452.21,0,0,0,0,1200,85548
2022-02-13,40,0,0,0,0,0,0,371,27.55,38058,417.6,0,0,0,0,1200,85548
2022-02-14,47,0,0,0,0,0,0,441,32.7,35613,376.63,0,0,0,0,1200,85548
2022-02-15,54,0,0,0,0,0,0,547,44.26,40944,425.51,0,0,0,0,1200,85548
2022-02-16,53,0,0,0,0,0,0,554,37.91,41947,371.49,0,0,0,0,1200,85548
2022-02-17,53,0,0,0,0,0,0,478,39.05,40020,409.78,0,0,0,0,1200,85548
2022-02-18,45,0,0,0,0,0,0,564,48.64,35619,350.55,0,0,0,0,1200,85548
2022-02-19,55,0,0,0,0,0,0,520,43.69,39397,412.95,0,0,0,0,1200,85548
2022-02-20,52,0,0,0,0,0,0,590,38.64,38941,416.74,0,0,0,0,1200,85548
2022-02-21,69,0,0,0,0,0,0,562,39.49,33864,422.4,0,0,0,0,1200,85548
2022-02-22,59,0,0,0,0,0,0,446,25.11,33045,371.95,0,0,0,0,1200,85548
2022-02-23,68,0,0,0,0,0,0,413,31.31,33372,369.84,0,0,0,0,1200,85548
2022-02-24,58,0,0,0,0,0,0,439,31.93,28665,352.24,0,0,0,0,1200,85548
2022-02-25,50,0,0,0,0,0,0,489,31.6,29778,333.83,0,0,0,0,1200,85548
2022-02-26,62,0,0,0,0,0,0,519,45.03,35192,472.06,0,0,0,0,1200,85548
2022-02-27,59,0,0,0,0,0,0,608,54.19,34759,404.15,0,0,0,0,1200,85548
2022-02-28,76,0,0,0,0,0,0,341,23.66,31953,373.45,0,0,0,0,1200,85548
2022-03-01,72,0,0,0,0,0,0,411,30.46,32831,385.6,0,0,0,0,1200,85548
2022-03-02,59,0,0,0,0,0,0,318,22.19,24264,341.9,0,0,0,0,1200,85548
2022-03-03,69,0,0,0,0,0,0,357,20,27977,339.13,0,0,0,0,1200,85548
2022-03-04,70,0,0,0,0,0,0,309,18.47,23330,288.92,0,0,0,0,1200,85548
2022-03-05,80,0,0,0,0,0,0,360,23.59,24340,299.81,0,0,0,0,1200,85548
2022-03-06,74,0,0,0,0,0,0,298,16.15,21241,292.9,0,0,0,0,1200,85548
2022-03-07,92,0,0,0,0,0,0,451,22.99,22083,282.76,0,0,0,0,1200,85548
2022-03-08,72,0,0,0,0,0,0,344,19.99,22132,332.76,0,0,0,0,1200,85548
2022-03-09,85,0,0,0,0,0,0,309,17.93,22653,336.02,0,0,0,0,1200,85548
2022-03-10,85,0,0,0,0,0,0,402,20.08,22604,342.11,0,0,0,0,1200,85548
2022-03-11,60,0,0,0,0,0,0,340,20.38,24608,286.2,0,0,0,0,1200,85548
2022-03-12,66,0,0,0,0,0,0,386,27.49,28985,362.27,0,0,0,0,1200,85548
2022-03-13,84,0,0,0,0,0,0,327,16.17,27410,307.61,0,0,0,0,1200,85548
2022-03-14,99,0,0,0,0,0,0,394,21.31,27300,334.65,0,0,0,0,1200,85548
2022-03-15,107,0,0,0,0,0,0,347,21.18,26427,322.24,0,0,0,0,1200,85548
2022-03-16,85,0,0,0,0,0,0,338,20.92,25355,302.4,0,0,0,0,1200,85548
2022-03-17,100,0,0,0,0,0,0,347,20.69,26114,311.82,0,0,0,0,1200,85548
2022-03-18,84,0,0,0,0,0,0,333,16.21,23929,293.38,0,0,0,0,1200,85548
2022-03-19,97,0,0,0,0,0,0,398,27.81,23189,291.49,0,0,0,0,1200,85548
2022-03-20,76,0,0,0,0,0,0,423,22.61,24862,261.01,0,0,0,0,1200,85548
2022-03-21,116,0,0,0,0,0,0,335,17.57,24393,284.48,0,0,0,0,1200,85548
2022-03-22,122,0,0,0,0,0,0,426,18.01,26232,306.99,0,0,0,0,1200,85548
2022-03-23,108,0,0,0,0,0,0,428,19.96,26392,316,0,0,0,0,1200,85548
2022-03-24,95,0,0,0,0,0,0,402,18.41,25672,308.88,0,0,0,0,1200,85548
2022-03-25,80,0,0,0,0,0,0,304,10.24,28330,316.16,0,0,0,0,1200,85548
2022-03-26,93,0,0,0,0,0,0,456,21.8,28516,323.87,0,0,0,0,1200,85548
2022-03-27,84,0,0,0,0,0,0,427,25.56,30138,352.67,0,0,0,0,1200,85548
2022-03-28,135,0,0,0,0,0,0,384,20.32,24502,309.55,0,0,0,0,1200,85548
2022-03-29,128,0,0,0,0,0,0,418,19.48,26101,278.14,0,0,0,0,1200,85548
2022-03-30,129,0,0,0,0,0,0,329,18.95,25207,296.4,0,0,0,0,1200,85548
2022-03-31,115,0,0,0,0,0,0,368,15.73,24316,276.82,0,0,0,0,1200,85548
2022-04-01,110,0,0,0,0,0,0,341,15,24580,298.92,0,0,0,0,1200,85548
2022-04-02,120,0,0,0,0,0,0,400,20.58,26805,365.64,0,0,0,0,1200,85548
2022-04-03,120,0,0,0,0,0,0,401,22.82,31601,385.94,0,0,0,0,1200,85548
2022-04-04,147,0,0,0,0,0,0,525,27.61,28687,358.15,0,0,0,0,1200,85548
2022-04-05,119,0,0,0,0,0,0,546,24.39,28173,326.94,0,0,0,0,1200,85548
2022-04-06,138,0,0,0,0,0,0,584,24.86,26838,313.83,0,0,0,0,1200,85548
2022-04-07,125,0,0,0,0,0,0,377,21.47,27837,356.05,0,0,0,0,1200,85548
2022-04-08,112,0,0,0,0,0,0,312,20.15,4667,257.06,0,0,0,0,1200,85548
2022-04-09,123,0,0,0,0,0,0,289,18.96,5411,255.76,0,0,0,0,1200,85548
2022-04-10,124,0,0,0,0,0,0,120,8.88,4754,231.37,0,0,0,0,1200,85548
2022-04-11,164,0,0,0,0,0,0,203,9.39,5249,268.58,0,0,0,0,1200,85548
2022-04-12,138,0,0,0,0,0,0,192,21.38,5396,317.37,0,0,0,0,1200,85548
2022-04-13,148,0,0,0,0,0,0,219,33.9,4542,353.77,0,0,0,0,1200,85548
2022-04-14,133,0,0,0,0,0,0,233,24,4929,298.55,0,0,0,0,1200,85548
2022-04-15,127,0,0,0,0,0,0,267,21.39,5719,286.8,0,0,0,0,1200,85548
2022-04-16,130,0,0,0,0,0,0,292,21.13,8661,356.27,0,0,0,0,1200,85548
2022-04-17,92,0,0,0,0,0,0,211,23.79,6756,288.14,0,0,0,0,1200,85548
2022-04-18,186,0,0,0,0,0,0,246,24.1,11298,429.18,0,0,0,0,1200,85548
2022-04-19,168,0,0,0,0,0,0,284,23.38,10130,342.01,0,0,0,0,1200,85548
2022-04-20,150,0,0,0,0,0,0,267,22.31,10195,354.96,0,0,0,0,1200,85548
2022-04-21,124,0,0,0,0,0,0,287,16.28,7932,309.04,0,0,0,0,1200,85548
2022-04-22,116,0,0,0,0,0,0,243,16.83,8089,202.33,0,0,0,0,1200,85548
2022-04-23,109,0,0,0,0,0,0,189,9.76,8079,301.41,0,0,0,0,1200,85548
2022-04-24,147,0,0,0,0,0,0,258,20.13,7669,268.64,0,0,0,0,1200,85548
2022-04-25,148,0,0,0,0,0,0,261,21.09,7909,377.43,0,0,0,0,1200,85548
2022-04-26,172,0,0,0,0,0,0,235,22.52,8061,376.11,0,0,0,0,1200,85548
2022-04-27,147,0,0,0,0,0,0,286,22.57,7690,373.31,0,0,0,0,1200,85548
2022-04-28,115,0,0,0,0,0,0,240,22.1,9464,370.53,0,0,0,0,1200,85548
2022-04-29,98,0,0,0,0,0,0,242,14.54,7053,235.23,0,0,0,0,1200,85548
2022-04-30,100,0,0,0,0,0,0,197,9.95,5339,125.13,0,0,0,0,1200,85548
2022-05-01,109,0,0,0,0,0,0,237,12.11,9674,255.77,0,0,0,0,1200,85548
2022-05-02,127,0,0,0,0,0,0,407,28.75,7972,247.37,0,0,0,0,1200,85548
2022-05-03,129,0,0,0,0,0,0,411,17.59,7517,192.74,0,0,0,0,1200,85548
2022-05-04,123,0,0,0,0,0,0,281,10.6,9151,245.38,0,0,0,0,1200,85548
2022-05-05,90,0,0,0,0,0,0,548,31.94,9216,196.42,0,0,0,0,1200,85548
2022-05-06,90,0,0,0,0,0,0,309,23.93,9296,262.21,0,0,0,0,1200,85548
2022-05-07,89,0,0,0,0,0,0,428,22.95,9961,199.92,0,0,0,0,1200,85548
2022-05-08,67,0,0,0,0,0,0,307,21.56,10837,209.75,0,0,0,0,1200,85548
2022-05-09,99,0,0,0,0,0,0,386,16.85,11990,223.18,0,0,0,0,1200,85548
2022-05-10,91,0,0,0,0,0,0,438,21.92,14259,223.53,0,0,0,0,1200,85548
2022-05-11,83,0,0,0,0,0,0,344,23.06,11806,230.53,0,0,0,0,1200,85548
2022-05-12,59,0,0,0,0,0,0,373,21.86,13226,205.05,0,0,0,0,1200,85548
2022-05-13,66,0,0,0,0,0,0,267,11.08,11748,192.6,0,0,0,0,1200,85548
2022-05-14,63,0,0,0,0,0,0,339,18.49,14792,197.16,0,0,0,0,1200,85548
2022-05-15,55,0,0,0,0,0,0,391,21.33,19117,212.4,0,0,0,0,1200,85548
2022-05-16,72,0,0,0,0,0,0,404,22.44,13897,223.69,0,0,0,0,1200,85548
2022-05-17,74,0,0,0,0,0,0,363,20.03,14060,188.84,0,0,0,0,1200,85548
2022-05-18,66,0,0,0,0,0,0,354,20.53,13401,215.96,0,0,0,0,1200,85548
2022-05-19,54,0,0,0,0,0,0,330,21.97,11913,185.74,0,0,0,0,1200,85548
2022-05-20,64,0,0,0,0,0,0,261,11.51,11247,182.23,0,0,0,0,1200,85548
2022-05-21,38,0,0,0,0,0,0,318,20.21,11741,208.98,0,0,0,0,1200,85548
2022-05-22,31,0,0,0,0,0,0,144,23.6,11519,226.03,0,0,0,0,1200,85548
2022-05-23,61,0,0,0,0,0,0,210,8.99,10648,213.14,0,0,0,0,1200,85548
2022-05-24,63,0,0,0,0,0,0,297,17.41,9246,183.32,0,0,0,0,1200,85548
2022-05-25,54,0,0,0,0,0,0,285,12.46,10351,200.49,0,0,0,0,1200,85548
2022-05-26,45,0,0,0,0,0,0,463,32.04,11609,187.88,0,0,0,0,1200,85548
2022-05-27,38,0,0,0,0,0,0,297,22.6,12088,242.94,0,0,0,0,1200,85548
2022-05-28,48,0,0,0,0,0,0,283,21.2,10144,220.03,0,0,0,0,1200,85548
2022-05-29,37,0,0,0,0,0,0,188,10.39,10158,177.07,0,0,0,0,1200,85548
2022-05-30,33,0,0,0,0,0,0,313,17.28,11342,180.99,0,0,0,0,1200,85548
2022-05-31,46,0,0,0,0,0,0,327,21.32,6969,121.01,0,0,0,0,1200,85548
2022-06-01,69,0,0,0,0,0,0,496,25.34,6533,99.96,0,0,0,0,1200,85548
2022-06-02,35,0,0,0,0,0,0,443,21.56,5857,88.45,0,0,0,0,1200,85548
2022-06-03,36,0,0,0,0,0,0,318,21.95,7091,146.91,0,0,0,0,1200,85548
2022-06-04,46,0,0,0,0,0,0,439,22.39,6285,120.35,0,0,0,0,1200,85548
2022-06-05,21,0,0,0,0,0,0,389,20.61,6209,124.33,0,0,0,0,1200,85548
2022-06-06,53,0,0,0,0,0,0,404,22.95,6139,97.43,0,0,0,0,1200,85548
2022-06-07,41,0,0,0,0,0,0,309,20,7120,106.83,0,0,0,0,1200,85548
2022-06-08,54,0,0,0,0,0,0,294,16.1,12726,147.47,0,0,0,0,1200,85548
2022-06-09,35,3131,19.43,0,0,0,0,403,25.64,17880,229.7,0,0,0,0,1200,85548
2022-06-10,27,11864,152.02,0,0,0,0,454,28.04,15980,239.58,0,0,0,0,1200,85548
2022-06-11,26,7486,147.9,0,0,0,0,454,31.57,12901,216.86,0,0,0,0,1200,85548
2022-06-12,27,6835,128.49,0,0,0,0,396,24.97,13822,220.67,0,0,0,0,1200,85548
2022-06-13,39,8771,134.72,0,0,0,0,539,31.73,11033,231.13,0,0,0,0,1200,85548
2022-06-14,38,8547,136.89,0,0,0,0,492,29.86,12692,201.76,0,0,0,0,1200,85548
2022-06-15,45,8682,136.11,0,0,0,0,417,22.99,13346,186.05,0,0,0,0,1200,85548
2022-06-16,43,8488,138.46,0,0,0,0,516,28.36,15301,241.67,0,0,0,0,1200,85548
2022-06-17,29,7830,130.17,0,0,0,0,275,26.62,13212,208.21,0,0,0,0,1200,85548
2022-06-18,32,7341,129.82,0,0,0,0,231,19.86,13430,210.8,0,0,0,0,1200,85548
2022-06-19,26,7320,142.12,0,0,0,0,245,13.9,11790,153.31,0,0,0,0,1200,85548
2022-06-20,45,8790,148.45,0,0,0,0,397,29,13211,220.67,0,0,0,0,1200,85548
2022-06-21,36,8236,133.78,0,0,0,0,304,28.97,12959,238.47,0,0,0,0,1200,85548
2022-06-22,35,8363,135.67,0,0,0,0,377,17.21,13408,181.34,0,0,0,0,1200,85548
2022-06-23,42,8652,135.95,0,0,0,0,489,29.41,12939,146.94,0,0,0,0,1200,85548
2022-06-24,19,8109,135.25,0,0,0,0,410,26,10465,147.78,0,0,0,0,1200,85548
2022-06-25,25,7374,150.06,0,0,0,0,384,28.59,11559,207.8,0,0,0,0,1200,85548
2022-06-26,23,7091,127.38,0,0,0,0,349,27.7,14365,236.99,0,0,0,0,1200,85548
2022-06-27,28,9041,135.62,0,0,0,0,329,24.68,14518,260.72,0,0,0,0,1200,85548
2022-06-28,36,9665,136.96,0,0,0,0,332,21.76,10448,238.26,0,0,0,0,1200,85548
2022-06-29,34,8703,136.3,0,0,0,0,297,19.55,8917,181.48,0,0,0,0,1200,85548
2022-06-30,34,8865,136.25,0,0,0,0,258,20.56,9488,179.03,0,0,0,0,1200,85548
2022-07-01,25,7413,99.37,0,0,0,0,404,30.92,13088,274.33,0,0,0,0,1200,85548
2022-07-02,17,6900,98.23,0,0,0,0,668,67.58,15835,289.79,0,0,0,0,1200,85548
2022-07-03,16,7390,100.28,0,0,0,0,560,38.65,17692,338.61,0,0,0,0,1200,85548
2022-07-04,15,7476,101.72,0,0,0,0,700,53.02,13953,213.81,0,0,0,0,1200,85548
2022-07-05,46,8450,107.57,0,0,0,0,640,57.58,16725,411.29,0,0,0,0,1200,85548
2022-07-06,43,7991,101.05,0,0,0,0,680,61.44,16773,366.43,0,0,0,0,1200,85548
2022-07-07,46,8142,101.23,0,0,0,0,624,56.54,17825,346.08,0,0,0,0,1200,85548
2022-07-08,34,8589,100.93,0,0,0,0,780,53.2,22451,513.73,0,0,0,0,1200,85548
2022-07-09,45,6763,95.22,0,0,0,0,522,44.37,22562,483.65,0,0,0,0,1200,85548
2022-07-10,35,7444,104.74,0,0,0,0,505,46.24,24978,585.7,0,0,0,0,1200,85548
2022-07-11,45,9314,101.16,0,0,0,0,605,51.33,34703,681.98,0,0,0,0,1200,85548
2022-07-12,42,8587,97.27,0,0,0,0,448,52.93,64156,821.91,0,0,0,0,1200,85548
2022-07-13,47,9213,108.84,0,0,0,0,385,58.18,48556,772.12,0,0,0,0,1200,85548
2022-07-14,46,8305,102.42,0,0,0,0,244,51.46,22522,560.72,0,0,0,0,1200,85548
2022-07-15,27,8226,100.55,0,0,0,0,284,54.28,22215,535.33,0,0,0,0,1200,85548
2022-07-16,28,7332,101.8,0,0,0,0,232,49.5,26220,542.44,0,0,0,0,1200,85548
2022-07-17,36,8124,102.77,0,0,0,0,304,46.95,24717,576.8,0,0,0,0,1200,85548
2022-07-18,43,9008,100.51,0,0,0,0,290,50.58,24647,644.22,0,0,0,0,1200,85548
2022-07-19,28,8359,94.14,0,0,0,0,354,50.94,23741,584.79,0,0,0,0,1200,85548
2022-07-20,46,8330,101.04,0,0,0,0,427,48.74,21679,525.65,0,0,0,0,1200,85548
2022-07-21,28,8653,103.7,0,0,0,0,389,48.34,20926,531.55,0,0,0,0,1200,85548
2022-07-22,28,8539,101.29,0,0,0,0,188,47.73,19436,504.54,0,0,0,0,1200,85548
2022-07-23,18,7457,102.89,0,0,0,0,357,58.47,19816,498.54,0,0,0,0,1200,85548
2022-07-24,27,7208,100.36,0,0,0,0,398,45.48,20662,513.12,0,0,0,0,1200,85548
2022-07-25,40,8468,105.19,0,0,0,0,310,46.49,18201,514.05,0,0,0,0,1200,85548
2022-07-26,37,8668,100.05,0,0,0,0,256,45.08,14049,433.32,0,0,0,0,1200,85548
2022-07-27,37,8618,100.57,0,0,0,0,320,44.73,13627,422,0,0,0,0,1200,85548
2022-07-28,23,8601,98.39,0,0,0,0,360,45.58,13979,442.95,0,0,0,0,1200,85548
2022-07-29,19,7257,89.98,0,0,0,0,322,40.26,12278,420.32,0,0,0,0,1200,85548
2022-07-30,20,7494,103.8,0,0,0,0,128,36.84,13418,404.54,0,0,0,0,1200,85548
